compressor_name,abs,Compressor_field__params, absolute_error, relative_error, Max Compression Throughput(MB/s), Max DeCompression Throughput(MB/s), Max Compress Time(s), Min Compression Throughput(MB/s), Min DeCompression Throughput(MB/s), Compression Ratio,FILE_0,FILE_1,FILE_2,FILE_3,FILE_4,FILE_5
SZ,0.0019743589743589744,SZ_x__abs0.0019743589743589744,0.00197436,0.00197436,61.2725,44.9214,1.73908,45.7997,41.7658,4.532430000000001,spectrum_39.png,halo_39.png,halo_ratio_39.png,halo_ratio_zoom_39.png,halo_abs_39.png,halo_diff_39.png
SZ,0.002,SZ_x__abs0.002,0.002,0.002,62.6831,45.4371,1.69075,48.982,42.6167,4.5464400000000005,spectrum_40.png,halo_40.png,halo_ratio_40.png,halo_ratio_zoom_40.png,halo_abs_40.png,halo_diff_40.png
SZ,0.0020256410256410252,SZ_x__abs0.0020256410256410257,0.00202563,0.00202563,62.9915,45.8265,1.59582,47.3303,42.9497,4.54713,spectrum_41.png,halo_41.png,halo_ratio_41.png,halo_ratio_zoom_41.png,halo_abs_41.png,halo_diff_41.png
SZ,0.0020512820512820517,SZ_x__abs0.0020512820512820513,0.00205128,0.00205128,63.1854,46.0304,1.6119999999999999,48.7389,43.0646,4.5661,spectrum_42.png,halo_42.png,halo_ratio_42.png,halo_ratio_zoom_42.png,halo_abs_42.png,halo_diff_42.png
SZ,0.002076923076923077,SZ_x__abs0.002076923076923077,0.00207692,0.00207692,63.1785,45.9609,1.6347,47.8967,42.9317,4.583130000000001,spectrum_43.png,halo_43.png,halo_ratio_43.png,halo_ratio_zoom_43.png,halo_abs_43.png,halo_diff_43.png
SZ,0.0021025641025641025,SZ_x__abs0.0021025641025641025,0.00210256,0.00210256,62.9922,46.4296,1.5933700000000002,46.6785,43.2178,4.58197,spectrum_44.png,halo_44.png,halo_ratio_44.png,halo_ratio_zoom_44.png,halo_abs_44.png,halo_diff_44.png
SZ,0.002128205128205128,SZ_x__abs0.002128205128205128,0.0021282,0.0021282,62.808,46.293,1.62229,43.9828,43.6439,4.60077,spectrum_45.png,halo_45.png,halo_ratio_45.png,halo_ratio_zoom_45.png,halo_abs_45.png,halo_diff_45.png
SZ,0.0021538461538461533,SZ_x__abs0.0021538461538461538,0.00215384,0.00215384,63.2301,46.8137,1.63289,46.9626,43.4257,4.61683,spectrum_46.png,halo_46.png,halo_ratio_46.png,halo_ratio_zoom_46.png,halo_abs_46.png,halo_diff_46.png
SZ,0.00217948717948718,SZ_x__abs0.0021794871794871794,0.00217948,0.00217948,62.5398,46.5171,1.59633,46.8549,43.3751,4.61508,spectrum_47.png,halo_47.png,halo_ratio_47.png,halo_ratio_zoom_47.png,halo_abs_47.png,halo_diff_47.png
SZ,0.002205128205128205,SZ_x__abs0.002205128205128205,0.00220513,0.00220513,63.1549,46.3225,1.60356,47.3417,44.0774,4.64051,spectrum_48.png,halo_48.png,halo_ratio_48.png,halo_ratio_zoom_48.png,halo_abs_48.png,halo_diff_48.png
SZ,0.0022307692307692306,SZ_x__abs0.0022307692307692306,0.00223077,0.00223077,54.3038,46.2974,1.60899,47.1111,43.602,4.65028,spectrum_49.png,halo_49.png,halo_ratio_49.png,halo_ratio_zoom_49.png,halo_abs_49.png,halo_diff_49.png
SZ,0.002256410256410256,SZ_x__abs0.0022564102564102562,0.00225641,0.00225641,55.097,46.9303,1.63503,48.1888,43.3409,4.647530000000001,spectrum_50.png,halo_50.png,halo_ratio_50.png,halo_ratio_zoom_50.png,halo_abs_50.png,halo_diff_50.png
SZ,0.0022820512820512823,SZ_x__abs0.0022820512820512823,0.00228205,0.00228205,63.0439,47.4141,1.5968200000000001,47.0227,43.6035,4.67365,spectrum_51.png,halo_51.png,halo_ratio_51.png,halo_ratio_zoom_51.png,halo_abs_51.png,halo_diff_51.png
SZ,0.002307692307692308,SZ_x__abs0.002307692307692308,0.00230769,0.00230769,63.0227,46.7176,1.5703799999999999,47.5797,43.7481,4.68299,spectrum_52.png,halo_52.png,halo_ratio_52.png,halo_ratio_zoom_52.png,halo_abs_52.png,halo_diff_52.png
SZ,0.0023333333333333327,SZ_x__abs0.0023333333333333335,0.00233333,0.00233333,62.9012,46.9733,1.6501599999999998,48.7161,43.5001,4.67951,spectrum_53.png,halo_53.png,halo_ratio_53.png,halo_ratio_zoom_53.png,halo_abs_53.png,halo_diff_53.png
SZ,0.002358974358974359,SZ_x__abs0.002358974358974359,0.00235897,0.00235897,63.0131,47.1072,1.61979,47.6922,43.7893,4.7010000000000005,spectrum_54.png,halo_54.png,halo_ratio_54.png,halo_ratio_zoom_54.png,halo_abs_54.png,halo_diff_54.png
SZ,0.002384615384615385,SZ_x__abs0.0023846153846153848,0.00238461,0.00238461,62.9923,47.0781,1.61711,47.858999999999995,44.3081,4.71629,spectrum_55.png,halo_55.png,halo_ratio_55.png,halo_ratio_zoom_55.png,halo_abs_55.png,halo_diff_55.png
SZ,0.0024102564102564104,SZ_x__abs0.0024102564102564104,0.00241025,0.00241025,63.108000000000004,47.3247,1.6907900000000002,47.7008,43.9953,4.70734,spectrum_56.png,halo_56.png,halo_ratio_56.png,halo_ratio_zoom_56.png,halo_abs_56.png,halo_diff_56.png
SZ,0.002435897435897436,SZ_x__abs0.002435897435897436,0.00243589,0.00243589,62.8197,48.4776,1.6537,44.1962,44.456,4.73367,spectrum_57.png,halo_57.png,halo_ratio_57.png,halo_ratio_zoom_57.png,halo_abs_57.png,halo_diff_57.png
SZ,0.002461538461538461,SZ_x__abs0.0024615384615384616,0.00246154,0.00246154,61.8083,48.0584,1.65962,46.9586,43.1451,4.74629,spectrum_58.png,halo_58.png,halo_ratio_58.png,halo_ratio_zoom_58.png,halo_abs_58.png,halo_diff_58.png
SZ,0.0024871794871794872,SZ_x__abs0.0024871794871794872,0.00248718,0.00248718,62.7615,47.5261,1.7426700000000002,43.4174,42.7338,4.74041,spectrum_59.png,halo_59.png,halo_ratio_59.png,halo_ratio_zoom_59.png,halo_abs_59.png,halo_diff_59.png
SZ,0.002512820512820513,SZ_x__abs0.002512820512820513,0.00251282,0.00251282,53.3628,47.995,1.71518,40.8364,43.909,4.76424,spectrum_60.png,halo_60.png,halo_ratio_60.png,halo_ratio_zoom_60.png,halo_abs_60.png,halo_diff_60.png
SZ,0.0025384615384615385,SZ_x__abs0.0025384615384615385,0.00253846,0.00253846,54.1551,48.1949,1.7033900000000002,42.7986,44.3757,4.776619999999999,spectrum_61.png,halo_61.png,halo_ratio_61.png,halo_ratio_zoom_61.png,halo_abs_61.png,halo_diff_61.png
SZ,0.002564102564102564,SZ_x__abs0.002564102564102564,0.0025640999999999997,0.0025640999999999997,62.4013,47.977,1.61675,45.297,43.0091,4.79239,spectrum_62.png,halo_62.png,halo_ratio_62.png,halo_ratio_zoom_62.png,halo_abs_62.png,halo_diff_62.png
SZ,0.0025897435897435893,SZ_x__abs0.0025897435897435897,0.00258974,0.00258974,53.0776,48.3388,1.6572799999999999,43.2762,44.8286,4.78828,spectrum_63.png,halo_63.png,halo_ratio_63.png,halo_ratio_zoom_63.png,halo_abs_63.png,halo_diff_63.png
SZ,0.0026153846153846158,SZ_x__abs0.0026153846153846153,0.00261538,0.00261538,54.5878,48.38,1.69717,45.1466,45.0522,4.80821,spectrum_64.png,halo_64.png,halo_ratio_64.png,halo_ratio_zoom_64.png,halo_abs_64.png,halo_diff_64.png
SZ,0.002641025641025641,SZ_x__abs0.002641025641025641,0.00264102,0.00264102,54.4361,48.1978,1.64612,45.8964,45.22,4.823919999999999,spectrum_65.png,halo_65.png,halo_ratio_65.png,halo_ratio_zoom_65.png,halo_abs_65.png,halo_diff_65.png
SZ,0.002666666666666667,SZ_x__abs0.002666666666666667,0.00266666,0.00266666,60.4274,48.2783,1.6703400000000002,41.9319,44.7597,4.82164,spectrum_66.png,halo_66.png,halo_ratio_66.png,halo_ratio_zoom_66.png,halo_abs_66.png,halo_diff_66.png
SZ,0.002692307692307693,SZ_x__abs0.0026923076923076926,0.0026923000000000003,0.0026923000000000003,62.6382,48.3718,1.7088400000000001,44.1352,45.2441,4.83969,spectrum_67.png,halo_67.png,halo_ratio_67.png,halo_ratio_zoom_67.png,halo_abs_67.png,halo_diff_67.png
SZ,0.0027179487179487182,SZ_x__abs0.0027179487179487182,0.00271795,0.00271795,62.7548,49.0225,1.7542900000000001,42.5782,44.4651,4.8517,spectrum_68.png,halo_68.png,halo_ratio_68.png,halo_ratio_zoom_68.png,halo_abs_68.png,halo_diff_68.png
SZ,0.0027435897435897443,SZ_x__abs0.002743589743589744,0.00274359,0.00274359,62.3736,48.5608,1.69291,43.4342,44.7797,4.84994,spectrum_69.png,halo_69.png,halo_ratio_69.png,halo_ratio_zoom_69.png,halo_abs_69.png,halo_diff_69.png
SZ,0.002769230769230769,SZ_x__abs0.0027692307692307695,0.00276922,0.00276922,62.5995,48.7114,1.64167,42.975,45.3915,4.86879,spectrum_70.png,halo_70.png,halo_ratio_70.png,halo_ratio_zoom_70.png,halo_abs_70.png,halo_diff_70.png
SZ,0.002794871794871795,SZ_x__abs0.002794871794871795,0.00279487,0.00279487,61.591,49.6675,1.63736,44.8852,44.7255,4.88437,spectrum_71.png,halo_71.png,halo_ratio_71.png,halo_ratio_zoom_71.png,halo_abs_71.png,halo_diff_71.png
SZ,0.002820512820512821,SZ_x__abs0.0028205128205128207,0.00282051,0.00282051,53.2197,48.8204,1.7408400000000002,44.1772,44.5486,4.87933,spectrum_72.png,halo_72.png,halo_ratio_72.png,halo_ratio_zoom_72.png,halo_abs_72.png,halo_diff_72.png
SZ,0.0028461538461538463,SZ_x__abs0.0028461538461538463,0.00284615,0.00284615,60.2509,49.6978,1.63438,44.1856,45.0534,4.90509,spectrum_73.png,halo_73.png,halo_ratio_73.png,halo_ratio_zoom_73.png,halo_abs_73.png,halo_diff_73.png
SZ,0.002871794871794872,SZ_x__abs0.002871794871794872,0.00287179,0.00287179,62.001999999999995,48.4788,1.72215,42.7033,44.6327,4.9147099999999995,spectrum_74.png,halo_74.png,halo_ratio_74.png,halo_ratio_zoom_74.png,halo_abs_74.png,halo_diff_74.png
SZ,0.0028974358974358976,SZ_x__abs0.0028974358974358976,0.00289743,0.00289743,55.7536,49.4103,1.6527900000000002,41.6808,44.1164,4.90509,spectrum_75.png,halo_75.png,halo_ratio_75.png,halo_ratio_zoom_75.png,halo_abs_75.png,halo_diff_75.png
SZ,0.002923076923076923,SZ_x__abs0.002923076923076923,0.00292307,0.00292307,60.3181,49.0697,1.6573,43.088,45.5815,4.92508,spectrum_76.png,halo_76.png,halo_ratio_76.png,halo_ratio_zoom_76.png,halo_abs_76.png,halo_diff_76.png
SZ,0.002948717948717949,SZ_x__abs0.002948717948717949,0.00294872,0.00294872,54.162,49.4502,1.6603599999999998,44.6831,45.8947,4.93173,spectrum_77.png,halo_77.png,halo_ratio_77.png,halo_ratio_zoom_77.png,halo_abs_77.png,halo_diff_77.png
SZ,0.0029743589743589744,SZ_x__abs0.0029743589743589744,0.00297435,0.00297435,59.3582,49.5345,1.67905,44.3972,45.1126,4.92052,spectrum_78.png,halo_78.png,halo_ratio_78.png,halo_ratio_zoom_78.png,halo_abs_78.png,halo_diff_78.png
SZ,0.003,SZ_x__abs0.003,0.00299999,0.00299999,62.7941,50.0898,1.6692799999999999,51.3996,46.8306,4.93142,spectrum_79.png,halo_79.png,halo_ratio_79.png,halo_ratio_zoom_79.png,halo_abs_79.png,halo_diff_79.png
SZ,0.0030256410256410252,SZ_x__abs0.0030256410256410257,0.00302564,0.00302564,63.1764,50.0942,1.40455,52.0189,47.0099,4.94241,spectrum_80.png,halo_80.png,halo_ratio_80.png,halo_ratio_zoom_80.png,halo_abs_80.png,halo_diff_80.png
SZ,0.0030512820512820517,SZ_x__abs0.0030512820512820513,0.00305128,0.00305128,63.0268,50.0502,1.6287399999999999,46.3463,46.6921,4.92575,spectrum_81.png,halo_81.png,halo_ratio_81.png,halo_ratio_zoom_81.png,halo_abs_81.png,halo_diff_81.png
SZ,0.003076923076923077,SZ_x__abs0.003076923076923077,0.00307692,0.00307692,62.2171,49.915,1.59705,45.5759,46.6389,4.94716,spectrum_82.png,halo_82.png,halo_ratio_82.png,halo_ratio_zoom_82.png,halo_abs_82.png,halo_diff_82.png
SZ,0.0031025641025641025,SZ_x__abs0.0031025641025641025,0.00310256,0.00310256,62.0408,50.2101,1.6766299999999998,47.1728,47.1587,4.95996,spectrum_83.png,halo_83.png,halo_ratio_83.png,halo_ratio_zoom_83.png,halo_abs_83.png,halo_diff_83.png
SZ,0.003128205128205128,SZ_x__abs0.003128205128205128,0.0031282,0.0031282,62.4755,50.1133,1.59266,48.4581,46.9403,4.96965,spectrum_84.png,halo_84.png,halo_ratio_84.png,halo_ratio_zoom_84.png,halo_abs_84.png,halo_diff_84.png
SZ,0.0031538461538461533,SZ_x__abs0.0031538461538461538,0.00315385,0.00315385,60.6198,50.6958,1.61004,47.3531,46.6937,4.97269,spectrum_85.png,halo_85.png,halo_ratio_85.png,halo_ratio_zoom_85.png,halo_abs_85.png,halo_diff_85.png
SZ,0.00317948717948718,SZ_x__abs0.0031794871794871794,0.00317948,0.00317948,60.5519,50.6795,1.60649,47.3921,46.2979,4.9886800000000004,spectrum_86.png,halo_86.png,halo_ratio_86.png,halo_ratio_zoom_86.png,halo_abs_86.png,halo_diff_86.png
SZ,0.003205128205128205,SZ_x__abs0.003205128205128205,0.00320512,0.00320512,62.419,50.6118,1.57691,48.4527,47.156000000000006,5.0029699999999995,spectrum_87.png,halo_87.png,halo_ratio_87.png,halo_ratio_zoom_87.png,halo_abs_87.png,halo_diff_87.png
SZ,0.0032307692307692306,SZ_x__abs0.0032307692307692306,0.00323077,0.00323077,62.4792,50.6514,1.56676,45.0276,46.9617,5.00264,spectrum_88.png,halo_88.png,halo_ratio_88.png,halo_ratio_zoom_88.png,halo_abs_88.png,halo_diff_88.png
SZ,0.0032564102564102567,SZ_x__abs0.0032564102564102563,0.0032564,0.0032564,62.5912,51.1817,1.6681400000000002,47.4026,47.4271,5.01795,spectrum_89.png,halo_89.png,halo_ratio_89.png,halo_ratio_zoom_89.png,halo_abs_89.png,halo_diff_89.png
SZ,0.0032820512820512823,SZ_x__abs0.0032820512820512823,0.00328204,0.00328204,62.4552,51.7809,1.60047,48.4157,47.4394,5.03756,spectrum_90.png,halo_90.png,halo_ratio_90.png,halo_ratio_zoom_90.png,halo_abs_90.png,halo_diff_90.png
SZ,0.003307692307692308,SZ_x__abs0.003307692307692308,0.00330769,0.00330769,62.3265,51.0167,1.604,47.0573,46.8099,5.03774,spectrum_91.png,halo_91.png,halo_ratio_91.png,halo_ratio_zoom_91.png,halo_abs_91.png,halo_diff_91.png
SZ,0.0033333333333333327,SZ_x__abs0.0033333333333333335,0.00333333,0.00333333,62.7918,51.6223,1.60599,47.6173,47.1579,5.05476,spectrum_92.png,halo_92.png,halo_ratio_92.png,halo_ratio_zoom_92.png,halo_abs_92.png,halo_diff_92.png
SZ,0.003358974358974359,SZ_x__abs0.003358974358974359,0.00335896,0.00335896,53.8407,51.6762,1.6063,46.5,47.6775,5.0686,spectrum_93.png,halo_93.png,halo_ratio_93.png,halo_ratio_zoom_93.png,halo_abs_93.png,halo_diff_93.png
SZ,0.0033846153846153852,SZ_x__abs0.003384615384615385,0.00338461,0.00338461,62.6898,51.2322,1.63385,45.5055,47.0826,5.06541,spectrum_94.png,halo_94.png,halo_ratio_94.png,halo_ratio_zoom_94.png,halo_abs_94.png,halo_diff_94.png
SZ,0.0034102564102564104,SZ_x__abs0.0034102564102564104,0.00341025,0.00341025,62.6195,51.4918,1.61311,46.7139,46.6877,5.0789800000000005,spectrum_95.png,halo_95.png,halo_ratio_95.png,halo_ratio_zoom_95.png,halo_abs_95.png,halo_diff_95.png
SZ,0.003435897435897436,SZ_x__abs0.003435897435897436,0.00343589,0.00343589,62.6881,51.5599,1.67025,43.5607,46.9849,5.09181,spectrum_96.png,halo_96.png,halo_ratio_96.png,halo_ratio_zoom_96.png,halo_abs_96.png,halo_diff_96.png
SZ,0.003461538461538461,SZ_x__abs0.0034615384615384616,0.00346152,0.00346152,60.4832,51.3478,1.67058,47.7266,46.6625,5.09621,spectrum_97.png,halo_97.png,halo_ratio_97.png,halo_ratio_zoom_97.png,halo_abs_97.png,halo_diff_97.png
SZ,0.0034871794871794877,SZ_x__abs0.0034871794871794873,0.00348718,0.00348718,62.5939,51.7123,1.6330799999999999,45.562,45.9806,5.11693,spectrum_98.png,halo_98.png,halo_ratio_98.png,halo_ratio_zoom_98.png,halo_abs_98.png,halo_diff_98.png
SZ,0.003512820512820513,SZ_x__abs0.003512820512820513,0.00351281,0.00351281,60.8217,51.7661,1.6933099999999999,41.6146,46.8619,5.12545,spectrum_99.png,halo_99.png,halo_ratio_99.png,halo_ratio_zoom_99.png,halo_abs_99.png,halo_diff_99.png
SZ,0.003538461538461538,SZ_x__abs0.0035384615384615385,0.00353846,0.00353846,54.2106,51.5081,1.65405,43.556999999999995,47.4373,5.121519999999999,spectrum_100.png,halo_100.png,halo_ratio_100.png,halo_ratio_zoom_100.png,halo_abs_100.png,halo_diff_100.png
