compressor_name,abs,Compressor_field__params, absolute_error, relative_error, Max Compression Throughput(MB/s), Max DeCompression Throughput(MB/s), Max Compress Time(s), Min Compression Throughput(MB/s), Min DeCompression Throughput(MB/s), Compression Ratio,FILE_0,FILE_1,FILE_2,FILE_3,FILE_4,FILE_5
SZ,0.001,SZ_x__abs0.001,0.000999998,0.000999998,62.8266,40.3537,1.6022399999999999,48.4236,37.7491,3.97563,spectrum_1.png,halo_1.png,halo_ratio_1.png,halo_ratio_zoom_1.png,halo_abs_1.png,halo_diff_1.png
SZ,0.0010256410256410256,SZ_x__abs0.0010256410256410256,0.00102564,0.00102564,63.0849,40.6554,1.45961,47.7764,37.9251,3.9971,spectrum_2.png,halo_2.png,halo_ratio_2.png,halo_ratio_zoom_2.png,halo_abs_2.png,halo_diff_2.png
SZ,0.0010512820512820513,SZ_x__abs0.0010512820512820513,0.00105128,0.00105128,62.9581,40.4915,1.60802,47.9006,38.1671,3.9894199999999995,spectrum_3.png,halo_3.png,halo_ratio_3.png,halo_ratio_zoom_3.png,halo_abs_3.png,halo_diff_3.png
SZ,0.0010769230769230767,SZ_x__abs0.0010769230769230769,0.00107692,0.00107692,63.1845,40.738,1.55784,48.1961,38.333,4.02787,spectrum_4.png,halo_4.png,halo_ratio_4.png,halo_ratio_zoom_4.png,halo_abs_4.png,halo_diff_4.png
SZ,0.0011025641025641023,SZ_x__abs0.0011025641025641025,0.00110256,0.00110256,63.1079,40.8566,1.60106,47.674,38.5236,4.04882,spectrum_5.png,halo_5.png,halo_ratio_5.png,halo_ratio_zoom_5.png,halo_abs_5.png,halo_diff_5.png
SZ,0.001128205128205128,SZ_x__abs0.0011282051282051281,0.0011282,0.0011282,60.9322,40.8503,1.63155,46.2205,38.2976,4.03894,spectrum_6.png,halo_6.png,halo_ratio_6.png,halo_ratio_zoom_6.png,halo_abs_6.png,halo_diff_6.png
SZ,0.001153846153846154,SZ_x__abs0.001153846153846154,0.00115384,0.00115384,63.0544,41.1637,1.6587900000000002,47.2304,38.7279,4.07839,spectrum_7.png,halo_7.png,halo_ratio_7.png,halo_ratio_zoom_7.png,halo_abs_7.png,halo_diff_7.png
SZ,0.0011794871794871796,SZ_x__abs0.0011794871794871796,0.00117949,0.00117949,63.0085,41.4766,1.57875,48.3083,39.028,4.1006,spectrum_8.png,halo_8.png,halo_ratio_8.png,halo_ratio_zoom_8.png,halo_abs_8.png,halo_diff_8.png
SZ,0.0012051282051282052,SZ_x__abs0.0012051282051282052,0.00120512,0.00120512,62.7535,41.4951,1.63469,46.8708,38.8893,4.08593,spectrum_9.png,halo_9.png,halo_ratio_9.png,halo_ratio_zoom_9.png,halo_abs_9.png,halo_diff_9.png
SZ,0.0012307692307692306,SZ_x__abs0.0012307692307692308,0.00123077,0.00123077,61.1333,41.4893,1.6427900000000002,47.8939,39.5367,4.12587,spectrum_10.png,halo_10.png,halo_ratio_10.png,halo_ratio_zoom_10.png,halo_abs_10.png,halo_diff_10.png
SZ,0.0012564102564102564,SZ_x__abs0.0012564102564102564,0.00125641,0.00125641,63.068000000000005,42.3117,1.61235,48.9478,39.6241,4.14325,spectrum_11.png,halo_11.png,halo_ratio_11.png,halo_ratio_zoom_11.png,halo_abs_11.png,halo_diff_11.png
SZ,0.001282051282051282,SZ_x__abs0.001282051282051282,0.00128205,0.00128205,63.0901,41.6457,1.58556,47.6328,39.4821,4.16455,spectrum_12.png,halo_12.png,halo_ratio_12.png,halo_ratio_zoom_12.png,halo_abs_12.png,halo_diff_12.png
SZ,0.0013076923076923075,SZ_x__abs0.0013076923076923077,0.00130769,0.00130769,62.8627,42.0417,1.57175,48.0605,39.4639,4.17055,spectrum_13.png,halo_13.png,halo_ratio_13.png,halo_ratio_zoom_13.png,halo_abs_13.png,halo_diff_13.png
SZ,0.0013333333333333335,SZ_x__abs0.0013333333333333335,0.00133333,0.00133333,61.9473,42.1295,1.58552,48.2465,39.9388,4.19229,spectrum_14.png,halo_14.png,halo_ratio_14.png,halo_ratio_zoom_14.png,halo_abs_14.png,halo_diff_14.png
SZ,0.0013589743589743591,SZ_x__abs0.0013589743589743591,0.00135897,0.00135897,63.3182,42.2451,1.60209,47.5557,40.2174,4.21331,spectrum_15.png,halo_15.png,halo_ratio_15.png,halo_ratio_zoom_15.png,halo_abs_15.png,halo_diff_15.png
SZ,0.0013846153846153847,SZ_x__abs0.0013846153846153847,0.00138461,0.00138461,62.7157,42.7562,1.61176,45.8859,39.8565,4.21295,spectrum_16.png,halo_16.png,halo_ratio_16.png,halo_ratio_zoom_16.png,halo_abs_16.png,halo_diff_16.png
SZ,0.0014102564102564106,SZ_x__abs0.0014102564102564104,0.00141026,0.00141026,63.0572,42.4006,1.6674099999999998,47.6204,38.5867,4.23644,spectrum_17.png,halo_17.png,halo_ratio_17.png,halo_ratio_zoom_17.png,halo_abs_17.png,halo_diff_17.png
SZ,0.001435897435897436,SZ_x__abs0.001435897435897436,0.0014359000000000002,0.0014359000000000002,62.8934,43.2894,1.7828099999999998,44.856,40.1781,4.25672,spectrum_18.png,halo_18.png,halo_ratio_18.png,halo_ratio_zoom_18.png,halo_abs_18.png,halo_diff_18.png
SZ,0.0014615384615384616,SZ_x__abs0.0014615384615384616,0.00146154,0.00146154,60.538000000000004,42.5621,1.73416,46.1934,39.1636,4.25589,spectrum_19.png,halo_19.png,halo_ratio_19.png,halo_ratio_zoom_19.png,halo_abs_19.png,halo_diff_19.png
SZ,0.0014871794871794872,SZ_x__abs0.0014871794871794872,0.00148717,0.00148717,63.0192,43.0873,1.6681,44.4387,40.0504,4.27093,spectrum_20.png,halo_20.png,halo_ratio_20.png,halo_ratio_zoom_20.png,halo_abs_20.png,halo_diff_20.png
SZ,0.0015128205128205126,SZ_x__abs0.0015128205128205128,0.00151282,0.00151282,62.2891,43.5624,1.73081,44.0354,40.0444,4.28137,spectrum_21.png,halo_21.png,halo_ratio_21.png,halo_ratio_zoom_21.png,halo_abs_21.png,halo_diff_21.png
SZ,0.0015384615384615385,SZ_x__abs0.0015384615384615385,0.00153846,0.00153846,61.2941,43.5688,1.7205599999999999,42.603,40.5132,4.26966,spectrum_22.png,halo_22.png,halo_ratio_22.png,halo_ratio_zoom_22.png,halo_abs_22.png,halo_diff_22.png
SZ,0.001564102564102564,SZ_x__abs0.001564102564102564,0.0015641,0.0015641,61.8226,43.3775,1.76335,42.8919,40.4329,4.30054,spectrum_23.png,halo_23.png,halo_ratio_23.png,halo_ratio_zoom_23.png,halo_abs_23.png,halo_diff_23.png
SZ,0.0015897435897435895,SZ_x__abs0.0015897435897435897,0.00158974,0.00158974,61.4574,43.6149,1.70112,45.5408,40.9854,4.31421,spectrum_24.png,halo_24.png,halo_ratio_24.png,halo_ratio_zoom_24.png,halo_abs_24.png,halo_diff_24.png
SZ,0.0016153846153846153,SZ_x__abs0.0016153846153846153,0.00161538,0.00161538,53.6462,43.5972,1.68603,43.5905,40.8502,4.31375,spectrum_25.png,halo_25.png,halo_ratio_25.png,halo_ratio_zoom_25.png,halo_abs_25.png,halo_diff_25.png
SZ,0.001641025641025641,SZ_x__abs0.001641025641025641,0.00164102,0.00164102,62.1327,43.6997,1.7171900000000002,44.3265,39.9552,4.34419,spectrum_26.png,halo_26.png,halo_ratio_26.png,halo_ratio_zoom_26.png,halo_abs_26.png,halo_diff_26.png
SZ,0.0016666666666666668,SZ_x__abs0.0016666666666666668,0.00166667,0.00166667,62.1993,43.8488,1.7493900000000002,43.4621,40.908,4.35861,spectrum_27.png,halo_27.png,halo_ratio_27.png,halo_ratio_zoom_27.png,halo_abs_27.png,halo_diff_27.png
SZ,0.0016923076923076926,SZ_x__abs0.0016923076923076924,0.00169231,0.00169231,62.3012,44.2042,1.69288,44.1154,41.1015,4.35865,spectrum_28.png,halo_28.png,halo_ratio_28.png,halo_ratio_zoom_28.png,halo_abs_28.png,halo_diff_28.png
SZ,0.001717948717948718,SZ_x__abs0.001717948717948718,0.00171795,0.00171795,59.3943,44.4161,1.63609,42.9132,41.3258,4.38727,spectrum_29.png,halo_29.png,halo_ratio_29.png,halo_ratio_zoom_29.png,halo_abs_29.png,halo_diff_29.png
SZ,0.0017435897435897436,SZ_x__abs0.0017435897435897436,0.00174358,0.00174358,61.9653,44.6209,1.6949,43.9797,40.9764,4.4089,spectrum_30.png,halo_30.png,halo_ratio_30.png,halo_ratio_zoom_30.png,halo_abs_30.png,halo_diff_30.png
SZ,0.0017692307692307695,SZ_x__abs0.0017692307692307695,0.00176923,0.00176923,61.8989,44.5157,1.63434,42.8607,41.0085,4.39941,spectrum_31.png,halo_31.png,halo_ratio_31.png,halo_ratio_zoom_31.png,halo_abs_31.png,halo_diff_31.png
SZ,0.0017948717948717949,SZ_x__abs0.001794871794871795,0.00179487,0.00179487,61.8965,44.2811,1.63268,42.3238,41.2806,4.43385,spectrum_32.png,halo_32.png,halo_ratio_32.png,halo_ratio_zoom_32.png,halo_abs_32.png,halo_diff_32.png
SZ,0.0018205128205128207,SZ_x__abs0.0018205128205128207,0.00182051,0.00182051,62.4241,44.4506,1.66103,42.8073,41.3281,4.45115,spectrum_33.png,halo_33.png,halo_ratio_33.png,halo_ratio_zoom_33.png,halo_abs_33.png,halo_diff_33.png
SZ,0.0018461538461538465,SZ_x__abs0.0018461538461538463,0.00184615,0.00184615,54.1591,44.4946,1.69973,41.6219,40.9593,4.44118,spectrum_34.png,halo_34.png,halo_ratio_34.png,halo_ratio_zoom_34.png,halo_abs_34.png,halo_diff_34.png
SZ,0.001871794871794872,SZ_x__abs0.001871794871794872,0.00187179,0.00187179,60.3177,44.7318,1.67717,43.1354,40.8048,4.47499,spectrum_35.png,halo_35.png,halo_ratio_35.png,halo_ratio_zoom_35.png,halo_abs_35.png,halo_diff_35.png
SZ,0.0018974358974358976,SZ_x__abs0.0018974358974358976,0.00189743,0.00189743,61.7277,45.7164,1.6426599999999998,43.7569,41.3499,4.49461,spectrum_36.png,halo_36.png,halo_ratio_36.png,halo_ratio_zoom_36.png,halo_abs_36.png,halo_diff_36.png
SZ,0.0019230769230769234,SZ_x__abs0.0019230769230769232,0.00192307,0.00192307,61.9686,45.3113,1.71977,43.5093,41.5935,4.5103800000000005,spectrum_37.png,halo_37.png,halo_ratio_37.png,halo_ratio_zoom_37.png,halo_abs_37.png,halo_diff_37.png
SZ,0.0019487179487179488,SZ_x__abs0.0019487179487179488,0.00194871,0.00194871,59.641999999999996,45.1103,1.6917200000000001,45.178000000000004,41.6031,4.51221,spectrum_38.png,halo_38.png,halo_ratio_38.png,halo_ratio_zoom_38.png,halo_abs_38.png,halo_diff_38.png
