Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
SZ_dark_matter_density__rel0.006, sz_rel__6e-3, 32.7133, 32.6539, 2.68963, 70.4345, 256.889, 638.063, 487.995
SZ_temperature__rel0.006, sz_rel__6e-3, 7851.07, 3.50273, 2.35523e+06, 58.625, 160.187, 305.808, 28.7811
SZ_velocity_x__rel0.006, sz_rel__6e-3, 343159, 280288, 2.41083e+10, 45.7209, 126.899, 252.107, 18.5519
SZ_baryon_density__rel0.007, sz_rel__7e-3, 202.424, 202.005, 4.95197, 82.2758, 275.199, 643.492, 2169.5
SZ_dark_matter_density__rel0.007, sz_rel__7e-3, 38.1653, 38.1514, 3.05949, 69.875, 260.78, 640.196, 565.824
SZ_temperature__rel0.007, sz_rel__7e-3, 9159.58, 3.74518, 2.76541e+06, 57.9277, 158.354, 249.896, 33.41
SZ_velocity_x__rel0.007, sz_rel__7e-3, 400352, 350466, 3.28046e+10, 44.3833, 127.616, 259.947, 19.782
SZ_baryon_density__rel0.008, sz_rel__8e-3, 231.295, 229.989, 5.33036, 81.9561, 275.002, 643.425, 2403.69
SZ_dark_matter_density__rel0.008, sz_rel__8e-3, 43.6173, 43.5967, 3.40324, 69.4125, 259.411, 652.076, 646.582
SZ_temperature__rel0.008, sz_rel__8e-3, 10468.1, 4.09545, 3.1028e+06, 57.4277, 164.905, 264.869, 37.8988
SZ_velocity_x__rel0.008, sz_rel__8e-3, 457546, 404135, 4.28908e+10, 43.219, 128.882, 266.072, 20.8901
SZ_baryon_density__rel0.009, sz_rel__9e-3, 260.258, 259.781, 5.68046, 81.6798, 275.225, 642.169, 2632.47
SZ_dark_matter_density__rel0.009, sz_rel__9e-3, 49.0696, 49.0245, 3.7426, 68.9997, 264.399, 642.477, 721.898
SZ_temperature__rel0.009, sz_rel__9e-3, 11776.6, 4.26678, 3.46084e+06, 56.9535, 171.112, 277.151, 41.895
SZ_velocity_x__rel0.009, sz_rel__9e-3, 514739, 407292, 5.42546e+10, 42.1982, 129.753, 277.016, 21.9895
SZ_baryon_density__rel0.0001, sz_rel__1e-4, 2.89188, 2.89185, 0.184434, 96.5652, 167.293, 319.386, 39.1869
SZ_dark_matter_density__rel0.0001, sz_rel__1e-4, 0.545222, 0.545222, 0.0319329, 89.6891, 137.316, 205.076, 12.1768
SZ_temperature__rel0.0001, sz_rel__1e-4, 130.851, 0.072577, 1685.13, 90.0789, 135.08, 160.926, 4.99722
SZ_velocity_x__rel0.0001, sz_rel__1e-4, 5719.32, 4990.6, 6.65137e+06, 81.3135, 130.835, 174.934, 4.83299
SZ_baryon_density__rel0.0002, sz_rel__2e-4, 5.78375, 5.78361, 0.373559, 93.5, 214.217, 452.877, 79.2297
SZ_dark_matter_density__rel0.0002, sz_rel__2e-4, 1.09044, 1.09044, 0.0859682, 85.3881, 171.614, 333.127, 22.6646
SZ_temperature__rel0.0002, sz_rel__2e-4, 261.702, 0.141671, 6740.29, 84.0585, 137.547, 178.87, 5.89968
SZ_velocity_x__rel0.0002, sz_rel__2e-4, 11438.6, 9907.97, 2.65988e+07, 75.294, 131.81, 187.608, 5.67671
SZ_baryon_density__rel0.0003, sz_rel__3e-4, 8.67563, 8.67362, 0.542071, 91.8831, 237.984, 519.94, 121.323
SZ_dark_matter_density__rel0.0003, sz_rel__3e-4, 1.63567, 1.63567, 0.137529, 83.3475, 191.905, 398.158, 30.8505
SZ_temperature__rel0.0003, sz_rel__3e-4, 392.553, 0.2486, 15125, 80.5483, 135.653, 173.43, 6.53712
SZ_velocity_x__rel0.0003, sz_rel__3e-4, 17157.9, 15997, 5.95512e+07, 71.7937, 128.653, 201.074, 6.18948
SZ_baryon_density__rel0.0004, sz_rel__4e-4, 11.5675, 11.5666, 0.693883, 90.8108, 248.072, 558.839, 161.692
SZ_dark_matter_density__rel0.0004, sz_rel__4e-4, 2.18089, 2.18089, 0.189298, 81.96, 208.226, 450.671, 41.8717
SZ_temperature__rel0.0004, sz_rel__4e-4, 523.404, 0.310317, 26944.8, 78.0405, 135.092, 192.535, 7.14955
SZ_velocity_x__rel0.0004, sz_rel__4e-4, 22877.2, 22067.4, 1.06378e+08, 69.2741, 128.048, 190.628, 6.8481
SZ_baryon_density__rel0.0005, sz_rel__5e-4, 14.4593, 14.459, 0.835237, 90.0055, 255.619, 583.353, 201.647
SZ_dark_matter_density__rel0.0005, sz_rel__5e-4, 2.72611, 2.72611, 0.239899, 80.9312, 216.146, 480.906, 50.8272
SZ_temperature__rel0.0005, sz_rel__5e-4, 654.255, 0.340221, 42176.5, 76.0946, 136.111, 184.426, 7.66442
SZ_velocity_x__rel0.0005, sz_rel__5e-4, 28596.6, 26654, 1.66574e+08, 67.3265, 128.354, 201.083, 7.4211
SZ_baryon_density__rel0.0006, sz_rel__6e-4, 17.3512, 17.3475, 0.968919, 89.3607, 257.911, 597.544, 240.239
SZ_dark_matter_density__rel0.0006, sz_rel__6e-4, 3.27133, 3.27133, 0.290818, 80.0953, 222.07, 491.545, 59.4405
SZ_temperature__rel0.0006, sz_rel__6e-4, 785.106, 0.410221, 60753.2, 74.5096, 139.939, 185.336, 8.12437
SZ_velocity_x__rel0.0006, sz_rel__6e-4, 34315.9, 28308, 2.3847e+08, 65.7683, 128.63, 210.65, 7.64472
SZ_baryon_density__rel0.0007, sz_rel__7e-4, 20.2431, 20.2038, 1.09545, 88.8277, 261.794, 611.582, 278.377
SZ_dark_matter_density__rel0.0007, sz_rel__7e-4, 3.81655, 3.81655, 0.34172, 79.3948, 225.92, 511.082, 68.2481
SZ_temperature__rel0.0007, sz_rel__7e-4, 915.958, 0.588981, 82790.4, 73.1655, 137.729, 193.458, 8.62981
SZ_velocity_x__rel0.0007, sz_rel__7e-4, 40035.2, 39950.7, 3.2477e+08, 64.4268, 127.951, 215.531, 8.0676
SZ_baryon_density__rel0.0008, sz_rel__8e-4, 23.135, 23.1336, 1.21546, 88.3762, 261.898, 619.395, 315.846
SZ_dark_matter_density__rel0.0008, sz_rel__8e-4, 4.36177, 4.36177, 0.392728, 78.7905, 228.545, 524.629, 76.8662
SZ_temperature__rel0.0008, sz_rel__8e-4, 1046.81, 0.522103, 108169, 72.0043, 139.908, 206.199, 9.02449
SZ_velocity_x__rel0.0008, sz_rel__8e-4, 45754.5, 38167.5, 4.25103e+08, 63.2577, 129.06, 217.727, 8.52622
SZ_baryon_density__rel0.0009, sz_rel__9e-4, 26.0269, 26.0083, 1.33043, 87.9837, 263.713, 625.798, 353.091
SZ_dark_matter_density__rel0.0009, sz_rel__9e-4, 4.907, 4.90699, 0.443376, 78.2637, 232.341, 539.508, 85.5237
SZ_temperature__rel0.0009, sz_rel__9e-4, 1177.66, 0.701538, 136862, 70.9825, 141.232, 215.535, 9.36699
SZ_velocity_x__rel0.0009, sz_rel__9e-4, 51473.9, 45184.5, 5.38842e+08, 62.228, 127.88, 219.324, 8.95335
