Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11849
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.1038
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10607
zfp_vx__rel2, zfp_rel_2_, 7.71534, 7.71534, 1.84924, 11.7183, 65.8017, 269.119, 273.958
zfp_vy__rel2, zfp_rel_2_, 0.672617, 0.672617, 0.0135284, 11.2067, 65.8017, 269.119, 278.506
zfp_vz__rel2, zfp_rel_2_, 1.94106, 1.94106, 0.125761, 7.94485, 65.8017, 269.119, 277.695
zfp_vx__rel1, zfp_rel_1_, 10.9987, 7.80733, 2.57292, 10.284, 65.8017, 269.119, 310.873
zfp_vy__rel1, zfp_rel_1_, 0.937207, 0.937207, 0.014666, 10.8561, 65.8017, 269.119, 312.216
zfp_vz__rel1, zfp_rel_1_, 2.07366, 2.07366, 0.150799, 7.15631, 65.8017, 269.119, 311.659
zfp_vx__rate0.2, zfp_rate_0.2_, 10.9987, 7.80733, 2.57292, 10.284, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.937207, 0.937207, 0.014666, 10.8561, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.07366, 2.07366, 0.150799, 7.15631, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.17365, 6.17365, 0.241937, 20.5513, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.791349, 0.791349, 0.00400624, 16.4918, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.85477, 1.85477, 0.0393076, 12.9955, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 2.9413, 2.9413, 0.072104, 25.8087, 65.8017, 269.119, 295.994
SZ_vy__rel0.8, SZ_rel_0.8_, 0.58172, 0.58172, 0.00191935, 19.6876, 65.8017, 269.119, 279.29
SZ_vz__rel0.8, SZ_rel_0.8_, 1.34697, 1.34697, 0.0188251, 16.1929, 65.8017, 269.119, 242.708
SZ_vx__rel0.9, SZ_rel_0.9_, 3.00304, 3.00304, 0.0749275, 25.6419, 65.8017, 269.119, 311.96
SZ_vy__rel0.9, SZ_rel_0.9_, 0.569097, 0.569097, 0.00194677, 19.626, 65.8017, 269.119, 293.241
SZ_vz__rel0.9, SZ_rel_0.9_, 1.44948, 1.44948, 0.0189983, 16.1531, 65.8017, 269.119, 256.403
SZ_vx__rel0.99, SZ_rel_0.99_, 3.28088, 3.28088, 0.0774034, 25.5007, 65.8017, 269.119, 327.443
SZ_vy__rel0.99, SZ_rel_0.99_, 0.607722, 0.607722, 0.00197265, 19.5687, 65.8017, 269.119, 307.534
SZ_vz__rel0.99, SZ_rel_0.99_, 1.50138, 1.50138, 0.0191294, 16.1233, 65.8017, 269.119, 269.073
