Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.12022
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10423
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10795
zfp_vx__rel2, zfp_rel_2_, 7.71857, 7.71857, 1.7794, 11.3924, 65.8017, 269.119, 273.958
zfp_vy__rel2, zfp_rel_2_, 0.689215, 0.689215, 0.013528, 11.9585, 65.8017, 269.119, 278.1
zfp_vz__rel2, zfp_rel_2_, 1.85674, 1.85674, 0.130774, 7.78034, 65.8017, 269.119, 277.658
zfp_vx__rel1, zfp_rel_1_, 12.0424, 7.30461, 2.6566, 9.65192, 65.8017, 269.119, 310.827
zfp_vy__rel1, zfp_rel_1_, 1.14072, 1.14072, 0.0152437, 11.4399, 65.8017, 269.119, 312.03
zfp_vz__rel1, zfp_rel_1_, 2.47898, 2.47898, 0.15212, 7.12369, 65.8017, 269.119, 311.798
zfp_vx__rate0.2, zfp_rate_0.2_, 12.0424, 7.30461, 2.6566, 9.65192, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 1.14072, 1.14072, 0.0152437, 11.4399, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.47898, 2.47898, 0.15212, 7.12369, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 5.82952, 5.82952, 0.24275, 20.0436, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.733071, 0.733071, 0.00408325, 17.1608, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 2.13041, 2.13041, 0.0394106, 12.9894, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.31469, 3.07462, 0.071365, 25.3603, 65.8017, 269.119, 299.577
SZ_vy__rel0.8, SZ_rel_0.8_, 0.576273, 0.576273, 0.00194606, 20.3792, 65.8017, 269.119, 274.888
SZ_vz__rel0.8, SZ_rel_0.8_, 1.33543, 1.33543, 0.0192978, 16.0905, 65.8017, 269.119, 241.357
SZ_vx__rel0.9, SZ_rel_0.9_, 3.31469, 2.86536, 0.0740866, 25.1978, 65.8017, 269.119, 314.616
SZ_vy__rel0.9, SZ_rel_0.9_, 0.568706, 0.568706, 0.00197078, 20.3244, 65.8017, 269.119, 290.59
SZ_vz__rel0.9, SZ_rel_0.9_, 1.49976, 1.49976, 0.0194705, 16.0518, 65.8017, 269.119, 256.176
SZ_vx__rel0.99, SZ_rel_0.99_, 3.51509, 3.10751, 0.0772036, 25.0188, 65.8017, 269.119, 331.572
SZ_vy__rel0.99, SZ_rel_0.99_, 0.578921, 0.578921, 0.00199781, 20.2653, 65.8017, 269.119, 303.792
SZ_vz__rel0.99, SZ_rel_0.99_, 1.53562, 1.53562, 0.0196122, 16.0203, 65.8017, 269.119, 269.163
