Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.12048
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10516
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10855
zfp_vx__rel2, zfp_rel_2_, 6.48712, 4.94667, 1.79651, 11.5694, 65.8017, 269.119, 273.637
zfp_vy__rel2, zfp_rel_2_, 0.736335, 0.736335, 0.013775, 12.1962, 65.8017, 269.119, 278.211
zfp_vz__rel2, zfp_rel_2_, 1.62496, 1.62496, 0.134158, 7.6809, 65.8017, 269.119, 277.768
zfp_vx__rel1, zfp_rel_1_, 11.0558, 7.50366, 2.73371, 9.74621, 65.8017, 269.119, 310.873
zfp_vy__rel1, zfp_rel_1_, 1.00518, 1.00518, 0.0154545, 11.6966, 65.8017, 269.119, 311.983
zfp_vz__rel1, zfp_rel_1_, 2.34016, 2.34016, 0.15213, 7.13492, 65.8017, 269.119, 311.751
zfp_vx__rate0.2, zfp_rate_0.2_, 11.0558, 7.50366, 2.73371, 9.74621, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 1.00518, 1.00518, 0.0154545, 11.6966, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.34016, 2.34016, 0.15213, 7.13492, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.73306, 5.24448, 0.24014, 20.3091, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.796009, 0.796009, 0.00417532, 17.3803, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 2.08887, 2.08887, 0.0392586, 13.0177, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 2.85865, 2.80132, 0.070458, 25.6344, 65.8017, 269.119, 297.426
SZ_vy__rel0.8, SZ_rel_0.8_, 0.474412, 0.474412, 0.00200005, 20.5767, 65.8017, 269.119, 279.067
SZ_vz__rel0.8, SZ_rel_0.8_, 1.1857, 1.1857, 0.0193327, 16.0941, 65.8017, 269.119, 244.373
SZ_vx__rel0.9, SZ_rel_0.9_, 3.01643, 3.01643, 0.0736279, 25.4433, 65.8017, 269.119, 314.746
SZ_vy__rel0.9, SZ_rel_0.9_, 0.474412, 0.474412, 0.00202889, 20.5146, 65.8017, 269.119, 294.327
SZ_vz__rel0.9, SZ_rel_0.9_, 1.21782, 1.21782, 0.0194955, 16.0577, 65.8017, 269.119, 258.864
SZ_vx__rel0.99, SZ_rel_0.99_, 3.00868, 3.00868, 0.0765067, 25.2767, 65.8017, 269.119, 330.208
SZ_vy__rel0.99, SZ_rel_0.99_, 0.474412, 0.474412, 0.00205717, 20.4544, 65.8017, 269.119, 308.195
SZ_vz__rel0.99, SZ_rel_0.99_, 1.23209, 1.23209, 0.0196547, 16.0224, 65.8017, 269.119, 271.051
