Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.12028
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10587
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11019
zfp_vx__rel2, zfp_rel_2_, 7.56852, 7.56852, 1.88277, 11.125, 65.8017, 269.119, 273.565
zfp_vy__rel2, zfp_rel_2_, 0.718567, 0.718567, 0.0138358, 12.0735, 65.8017, 269.119, 278.211
zfp_vz__rel2, zfp_rel_2_, 1.66767, 1.66767, 0.133841, 7.70889, 65.8017, 269.119, 277.328
zfp_vx__rel1, zfp_rel_1_, 7.54181, 7.54181, 2.82989, 9.35531, 65.8017, 269.119, 310.966
zfp_vy__rel1, zfp_rel_1_, 0.943277, 0.943277, 0.0154946, 11.5818, 65.8017, 269.119, 311.937
zfp_vz__rel1, zfp_rel_1_, 2.11378, 2.11378, 0.153011, 7.12752, 65.8017, 269.119, 311.983
zfp_vx__rate0.2, zfp_rate_0.2_, 7.54181, 7.54181, 2.82989, 9.35531, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.943277, 0.943277, 0.0154946, 11.5818, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.11378, 2.11378, 0.153011, 7.12752, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 5.60234, 5.5955, 0.249719, 19.8985, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.793981, 0.793981, 0.00420469, 17.2462, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.86977, 1.86977, 0.0391195, 13.0508, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 2.9887, 2.60973, 0.0711443, 25.3516, 65.8017, 269.119, 301.434
SZ_vy__rel0.8, SZ_rel_0.8_, 0.475741, 0.475741, 0.00203649, 20.3948, 65.8017, 269.119, 277.943
SZ_vz__rel0.8, SZ_rel_0.8_, 1.20882, 1.20882, 0.0191489, 16.1533, 65.8017, 269.119, 243.109
SZ_vx__rel0.9, SZ_rel_0.9_, 2.9887, 2.64723, 0.0739906, 25.1812, 65.8017, 269.119, 318.995
SZ_vy__rel0.9, SZ_rel_0.9_, 0.466496, 0.466496, 0.00206661, 20.331, 65.8017, 269.119, 294.1
SZ_vz__rel0.9, SZ_rel_0.9_, 1.28831, 1.28831, 0.0193078, 16.1174, 65.8017, 269.119, 258.672
SZ_vx__rel0.99, SZ_rel_0.99_, 2.9887, 2.57973, 0.0771274, 25.0009, 65.8017, 269.119, 332.875
SZ_vy__rel0.99, SZ_rel_0.99_, 0.475475, 0.475475, 0.00209302, 20.2758, 65.8017, 269.119, 308.122
SZ_vz__rel0.99, SZ_rel_0.99_, 1.26488, 1.26488, 0.0194597, 16.0834, 65.8017, 269.119, 270.191
