Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11893
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10404
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10691
zfp_vx__rel2, zfp_rel_2_, 7.40886, 7.40886, 1.81437, 11.2188, 65.8017, 269.119, 274.066
zfp_vy__rel2, zfp_rel_2_, 0.699803, 0.699803, 0.0135992, 11.5061, 65.8017, 269.119, 278.1
zfp_vz__rel2, zfp_rel_2_, 1.72923, 1.72923, 0.128175, 7.81148, 65.8017, 269.119, 277.658
zfp_vx__rel1, zfp_rel_1_, 11.694, 7.32394, 2.62728, 9.61095, 65.8017, 269.119, 310.827
zfp_vy__rel1, zfp_rel_1_, 1.04647, 1.04647, 0.0150558, 11.0642, 65.8017, 269.119, 312.216
zfp_vz__rel1, zfp_rel_1_, 2.16017, 2.16017, 0.151767, 7.07772, 65.8017, 269.119, 311.566
zfp_vx__rate0.2, zfp_rate_0.2_, 11.694, 7.32394, 2.62728, 9.61095, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 1.04647, 1.04647, 0.0150558, 11.0642, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.16017, 2.16017, 0.151767, 7.07772, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.35296, 5.31533, 0.242301, 19.9625, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.724276, 0.724276, 0.0040305, 16.7876, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.79556, 1.79556, 0.0394389, 12.9303, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.29629, 3.18699, 0.0720548, 25.2294, 65.8017, 269.119, 298.325
SZ_vy__rel0.8, SZ_rel_0.8_, 0.543317, 0.543317, 0.00193166, 19.9819, 65.8017, 269.119, 276.346
SZ_vz__rel0.8, SZ_rel_0.8_, 1.3745, 1.3745, 0.0191268, 16.0731, 65.8017, 269.119, 241.381
SZ_vx__rel0.9, SZ_rel_0.9_, 3.29629, 3.22366, 0.075106, 25.0493, 65.8017, 269.119, 315.925
SZ_vy__rel0.9, SZ_rel_0.9_, 0.53388, 0.53388, 0.00195826, 19.9225, 65.8017, 269.119, 292.633
SZ_vz__rel0.9, SZ_rel_0.9_, 1.38998, 1.38998, 0.0192743, 16.0397, 65.8017, 269.119, 254.992
SZ_vx__rel0.99, SZ_rel_0.99_, 3.29629, 3.15765, 0.0774731, 24.9145, 65.8017, 269.119, 330.111
SZ_vy__rel0.99, SZ_rel_0.99_, 0.512179, 0.512179, 0.00198202, 19.8701, 65.8017, 269.119, 305.151
SZ_vz__rel0.99, SZ_rel_0.99_, 1.38209, 1.38209, 0.0194333, 16.004, 65.8017, 269.119, 267.03
