Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11815
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10322
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10571
zfp_vx__rel2, zfp_rel_2_, 7.73452, 7.73452, 1.81632, 11.6778, 65.8017, 269.119, 273.815
zfp_vy__rel2, zfp_rel_2_, 0.715905, 0.715905, 0.01353, 11.1559, 65.8017, 269.119, 278.691
zfp_vz__rel2, zfp_rel_2_, 1.9823, 1.9823, 0.125335, 7.95588, 65.8017, 269.119, 277.695
zfp_vx__rel1, zfp_rel_1_, 7.38654, 7.38654, 2.57711, 10.1584, 65.8017, 269.119, 311.104
zfp_vy__rel1, zfp_rel_1_, 1.00902, 1.00902, 0.0144784, 10.8616, 65.8017, 269.119, 312.216
zfp_vz__rel1, zfp_rel_1_, 2.17509, 2.17509, 0.151254, 7.13953, 65.8017, 269.119, 311.751
zfp_vx__rate0.2, zfp_rate_0.2_, 7.38654, 7.38654, 2.57711, 10.1584, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 1.00902, 1.00902, 0.0144784, 10.8616, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.17509, 2.17509, 0.151254, 7.13953, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.36701, 5.89799, 0.244879, 20.3802, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.872074, 0.872074, 0.00400332, 16.4446, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 2.02429, 2.02429, 0.0394342, 12.9779, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.3172, 3.06096, 0.0721235, 25.689, 65.8017, 269.119, 299.23
SZ_vy__rel0.8, SZ_rel_0.8_, 0.499192, 0.499192, 0.00192517, 19.6241, 65.8017, 269.119, 279.155
SZ_vz__rel0.8, SZ_rel_0.8_, 1.31469, 1.31469, 0.0188001, 16.195, 65.8017, 269.119, 242.902
SZ_vx__rel0.9, SZ_rel_0.9_, 2.94568, 2.91115, 0.0754418, 25.4936, 65.8017, 269.119, 314.835
SZ_vy__rel0.9, SZ_rel_0.9_, 0.506209, 0.506209, 0.00195549, 19.5563, 65.8017, 269.119, 295.879
SZ_vz__rel0.9, SZ_rel_0.9_, 1.3747, 1.3747, 0.0189429, 16.1621, 65.8017, 269.119, 257.501
SZ_vx__rel0.99, SZ_rel_0.99_, 3.0859, 2.85569, 0.0782771, 25.3334, 65.8017, 269.119, 330.163
SZ_vy__rel0.99, SZ_rel_0.99_, 0.506011, 0.506011, 0.00198561, 19.4899, 65.8017, 269.119, 310.212
SZ_vz__rel0.99, SZ_rel_0.99_, 1.32201, 1.32201, 0.0191172, 16.1224, 65.8017, 269.119, 270.017
