Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11853
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10387
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10612
zfp_vx__rel2, zfp_rel_2_, 7.7715, 7.7715, 1.8453, 11.7183, 65.8017, 269.119, 274.03
zfp_vy__rel2, zfp_rel_2_, 0.664343, 0.664343, 0.0135984, 11.1568, 65.8017, 269.119, 278.506
zfp_vz__rel2, zfp_rel_2_, 1.84739, 1.84739, 0.126241, 7.89545, 65.8017, 269.119, 277.548
zfp_vx__rel1, zfp_rel_1_, 11.2037, 7.68653, 2.57497, 10.2712, 65.8017, 269.119, 310.919
zfp_vy__rel1, zfp_rel_1_, 0.964283, 0.964283, 0.0145945, 10.8498, 65.8017, 269.119, 312.169
zfp_vz__rel1, zfp_rel_1_, 2.31189, 2.31189, 0.151565, 7.10146, 65.8017, 269.119, 311.705
zfp_vx__rate0.2, zfp_rate_0.2_, 11.2037, 7.68653, 2.57497, 10.2712, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.964283, 0.964283, 0.0145945, 10.8498, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.31189, 2.31189, 0.151565, 7.10146, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.01964, 6.01964, 0.243286, 20.5178, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.817306, 0.817306, 0.0040175, 16.4521, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.82979, 1.82979, 0.0396011, 12.9304, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.33423, 2.95748, 0.0725931, 25.77, 65.8017, 269.119, 295.827
SZ_vy__rel0.8, SZ_rel_0.8_, 0.529089, 0.529089, 0.00191759, 19.6641, 65.8017, 269.119, 277.989
SZ_vz__rel0.8, SZ_rel_0.8_, 1.28463, 1.28463, 0.0188685, 16.1501, 65.8017, 269.119, 242.061
SZ_vx__rel0.9, SZ_rel_0.9_, 3.33423, 3.01441, 0.0751398, 25.6202, 65.8017, 269.119, 313.335
SZ_vy__rel0.9, SZ_rel_0.9_, 0.554658, 0.554658, 0.00194572, 19.6009, 65.8017, 269.119, 293.405
SZ_vz__rel0.9, SZ_rel_0.9_, 1.29019, 1.29019, 0.0190198, 16.1154, 65.8017, 269.119, 257.509
SZ_vx__rel0.99, SZ_rel_0.99_, 3.33423, 2.97634, 0.0784126, 25.4351, 65.8017, 269.119, 328.161
SZ_vy__rel0.99, SZ_rel_0.99_, 0.566164, 0.566164, 0.00197126, 19.5442, 65.8017, 269.119, 307.935
SZ_vz__rel0.99, SZ_rel_0.99_, 1.35527, 1.35527, 0.0191668, 16.082, 65.8017, 269.119, 268.551
