Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11961
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10033
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10466
zfp_vx__rel2, zfp_rel_2_, 7.61573, 7.61573, 1.7845, 11.6823, 65.8017, 269.119, 273.78
zfp_vy__rel2, zfp_rel_2_, 0.791626, 0.791626, 0.0130906, 12.7448, 65.8017, 269.119, 279.136
zfp_vz__rel2, zfp_rel_2_, 1.61193, 1.61193, 0.124473, 8.0926, 65.8017, 269.119, 277.916
zfp_vx__rel1, zfp_rel_1_, 7.31608, 7.31608, 2.50951, 10.2015, 65.8017, 269.119, 310.873
zfp_vy__rel1, zfp_rel_1_, 0.911726, 0.911726, 0.0140209, 12.4467, 65.8017, 269.119, 312.169
zfp_vz__rel1, zfp_rel_1_, 2.14356, 2.14356, 0.14943, 7.29897, 65.8017, 269.119, 311.798
zfp_vx__rate0.2, zfp_rate_0.2_, 7.31608, 7.31608, 2.50951, 10.2015, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.911726, 0.911726, 0.0140209, 12.4467, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.14356, 2.14356, 0.14943, 7.29897, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 5.85353, 4.35893, 0.240986, 20.3775, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.860368, 0.860368, 0.0041452, 17.739, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.85405, 1.85405, 0.0406055, 12.9575, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.45517, 3.45517, 0.0710012, 25.6848, 65.8017, 269.119, 297.516
SZ_vy__rel0.8, SZ_rel_0.8_, 0.505309, 0.505309, 0.00202952, 20.8405, 65.8017, 269.119, 278.266
SZ_vz__rel0.8, SZ_rel_0.8_, 1.22719, 1.22719, 0.019716, 16.0952, 65.8017, 269.119, 242.536
SZ_vx__rel0.9, SZ_rel_0.9_, 3.57995, 3.57995, 0.0738851, 25.5119, 65.8017, 269.119, 315.486
SZ_vy__rel0.9, SZ_rel_0.9_, 0.525425, 0.525425, 0.00205577, 20.7847, 65.8017, 269.119, 294.373
SZ_vz__rel0.9, SZ_rel_0.9_, 1.22126, 1.22126, 0.0198843, 16.0583, 65.8017, 269.119, 256.43
SZ_vx__rel0.99, SZ_rel_0.99_, 3.60802, 3.60802, 0.0766202, 25.354, 65.8017, 269.119, 329.734
SZ_vy__rel0.99, SZ_rel_0.99_, 0.5037, 0.5037, 0.00208662, 20.72, 65.8017, 269.119, 307.343
SZ_vz__rel0.99, SZ_rel_0.99_, 1.22126, 1.22126, 0.0200488, 16.0225, 65.8017, 269.119, 268.041
