Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.1208
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10539
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10909
zfp_vx__rel2, zfp_rel_2_, 6.66082, 4.97379, 1.83925, 11.4064, 65.8017, 269.119, 273.78
zfp_vy__rel2, zfp_rel_2_, 0.704955, 0.704955, 0.0137729, 11.957, 65.8017, 269.119, 278.1
zfp_vz__rel2, zfp_rel_2_, 1.6682, 1.6682, 0.13383, 7.80151, 65.8017, 269.119, 277.621
zfp_vx__rel1, zfp_rel_1_, 7.60082, 7.60082, 2.7628, 9.63933, 65.8017, 269.119, 310.919
zfp_vy__rel1, zfp_rel_1_, 0.959025, 0.959025, 0.0154982, 11.4444, 65.8017, 269.119, 311.891
zfp_vz__rel1, zfp_rel_1_, 1.97313, 1.97313, 0.152482, 7.23486, 65.8017, 269.119, 311.844
zfp_vx__rate0.2, zfp_rate_0.2_, 7.60082, 7.60082, 2.7628, 9.63933, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.959025, 0.959025, 0.0154982, 11.4444, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 1.97313, 1.97313, 0.152482, 7.23486, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.47575, 6.47575, 0.242445, 20.2067, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.779939, 0.779939, 0.00414127, 17.1759, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.88065, 1.88065, 0.0394422, 13.1074, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.46982, 2.72188, 0.0714295, 25.514, 65.8017, 269.119, 301.776
SZ_vy__rel0.8, SZ_rel_0.8_, 0.493281, 0.493281, 0.00202672, 20.2793, 65.8017, 269.119, 278.225
SZ_vz__rel0.8, SZ_rel_0.8_, 1.23994, 1.23994, 0.019306, 16.2101, 65.8017, 269.119, 242.842
SZ_vx__rel0.9, SZ_rel_0.9_, 3.46982, 2.63413, 0.0742851, 25.3438, 65.8017, 269.119, 318.625
SZ_vy__rel0.9, SZ_rel_0.9_, 0.515921, 0.515921, 0.00205533, 20.2184, 65.8017, 269.119, 294.565
SZ_vz__rel0.9, SZ_rel_0.9_, 1.30662, 1.30662, 0.0194593, 16.1758, 65.8017, 269.119, 258.107
SZ_vx__rel0.99, SZ_rel_0.99_, 3.46982, 2.68678, 0.0774655, 25.1617, 65.8017, 269.119, 334.128
SZ_vy__rel0.99, SZ_rel_0.99_, 0.47466, 0.47466, 0.00208485, 20.1565, 65.8017, 269.119, 308.405
SZ_vz__rel0.99, SZ_rel_0.99_, 1.30662, 1.30662, 0.0196102, 16.1422, 65.8017, 269.119, 270.047
