Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11972
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10015
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10453
zfp_vx__rel2, zfp_rel_2_, 7.34063, 7.34063, 1.77234, 11.1698, 65.8017, 269.119, 273.744
zfp_vy__rel2, zfp_rel_2_, 0.730721, 0.730721, 0.013161, 12.7909, 65.8017, 269.119, 279.099
zfp_vz__rel2, zfp_rel_2_, 1.88101, 1.88101, 0.124304, 7.94186, 65.8017, 269.119, 277.879
zfp_vx__rel1, zfp_rel_1_, 7.12921, 7.12921, 2.51299, 9.65337, 65.8017, 269.119, 310.966
zfp_vy__rel1, zfp_rel_1_, 0.90835, 0.90835, 0.0139184, 12.5479, 65.8017, 269.119, 312.262
zfp_vz__rel1, zfp_rel_1_, 2.14741, 2.14741, 0.149692, 7.13473, 65.8017, 269.119, 311.751
zfp_vx__rate0.2, zfp_rate_0.2_, 7.12921, 7.12921, 2.51299, 9.65337, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.90835, 0.90835, 0.0139184, 12.5479, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.14741, 2.14741, 0.149692, 7.13473, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.86147, 5.05663, 0.240499, 19.8441, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.878023, 0.878023, 0.00418834, 17.7634, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.88101, 1.88101, 0.0407585, 12.7845, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.03099, 3.03099, 0.0710419, 25.1401, 65.8017, 269.119, 295.379
SZ_vy__rel0.8, SZ_rel_0.8_, 0.517651, 0.517651, 0.00203094, 20.9068, 65.8017, 269.119, 278.215
SZ_vz__rel0.8, SZ_rel_0.8_, 1.25239, 1.25239, 0.0196582, 15.9513, 65.8017, 269.119, 240.837
SZ_vx__rel0.9, SZ_rel_0.9_, 3.18485, 3.18485, 0.0737151, 24.9797, 65.8017, 269.119, 313.464
SZ_vy__rel0.9, SZ_rel_0.9_, 0.504325, 0.504325, 0.00206124, 20.8425, 65.8017, 269.119, 294.028
SZ_vz__rel0.9, SZ_rel_0.9_, 1.27632, 1.27632, 0.01981, 15.9179, 65.8017, 269.119, 256.082
SZ_vx__rel0.99, SZ_rel_0.99_, 2.93559, 2.93559, 0.0765059, 24.8183, 65.8017, 269.119, 327.853
SZ_vy__rel0.99, SZ_rel_0.99_, 0.504325, 0.504325, 0.00208773, 20.7871, 65.8017, 269.119, 307.754
SZ_vz__rel0.99, SZ_rel_0.99_, 1.22991, 1.22991, 0.0199818, 15.8804, 65.8017, 269.119, 267.106
