Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.12096
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10432
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10771
zfp_vx__rel2, zfp_rel_2_, 7.33116, 7.33116, 1.80641, 11.2509, 65.8017, 269.119, 273.744
zfp_vy__rel2, zfp_rel_2_, 0.787316, 0.787316, 0.0135317, 12.3336, 65.8017, 269.119, 278.137
zfp_vz__rel2, zfp_rel_2_, 1.90838, 1.90838, 0.131749, 7.8522, 65.8017, 269.119, 277.842
zfp_vx__rel1, zfp_rel_1_, 12.0906, 7.04651, 2.6805, 9.53684, 65.8017, 269.119, 310.643
zfp_vy__rel1, zfp_rel_1_, 1.12142, 1.12142, 0.0154418, 11.7601, 65.8017, 269.119, 311.937
zfp_vz__rel1, zfp_rel_1_, 1.9635, 1.9635, 0.152003, 7.23113, 65.8017, 269.119, 311.937
zfp_vx__rate0.2, zfp_rate_0.2_, 12.0906, 7.04651, 2.6805, 9.53684, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 1.12142, 1.12142, 0.0154418, 11.7601, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 1.9635, 1.9635, 0.152003, 7.23113, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 5.96501, 4.48624, 0.240865, 20.0013, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.796062, 0.796062, 0.00409208, 17.5276, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.83826, 1.83826, 0.0397795, 13.0531, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.64892, 3.28554, 0.0712118, 25.2935, 65.8017, 269.119, 301.819
SZ_vy__rel0.8, SZ_rel_0.8_, 0.603816, 0.603816, 0.00198732, 20.6644, 65.8017, 269.119, 277.856
SZ_vz__rel0.8, SZ_rel_0.8_, 1.27947, 1.27947, 0.0195273, 16.1432, 65.8017, 269.119, 243.423
SZ_vx__rel0.9, SZ_rel_0.9_, 3.64892, 2.98994, 0.0741152, 25.1199, 65.8017, 269.119, 318.631
SZ_vy__rel0.9, SZ_rel_0.9_, 0.575714, 0.575714, 0.00201902, 20.5957, 65.8017, 269.119, 293.323
SZ_vz__rel0.9, SZ_rel_0.9_, 1.42776, 1.42776, 0.0196817, 16.109, 65.8017, 269.119, 257.11
SZ_vx__rel0.99, SZ_rel_0.99_, 3.64892, 3.20865, 0.0767952, 24.9657, 65.8017, 269.119, 333.172
SZ_vy__rel0.99, SZ_rel_0.99_, 0.568068, 0.568068, 0.00204255, 20.5454, 65.8017, 269.119, 306.814
SZ_vz__rel0.99, SZ_rel_0.99_, 1.44268, 1.44268, 0.0198484, 16.0724, 65.8017, 269.119, 269.7
