Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11811
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10237
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10533
zfp_vx__rel2, zfp_rel_2_, 7.26784, 7.26784, 1.80774, 11.6026, 65.8017, 269.119, 273.78
zfp_vy__rel2, zfp_rel_2_, 0.752632, 0.752632, 0.0134586, 11.5449, 65.8017, 269.119, 278.84
zfp_vz__rel2, zfp_rel_2_, 1.82311, 1.82311, 0.12502, 7.86171, 65.8017, 269.119, 277.658
zfp_vx__rel1, zfp_rel_1_, 7.35334, 7.35334, 2.59044, 10.0402, 65.8017, 269.119, 310.827
zfp_vy__rel1, zfp_rel_1_, 0.943734, 0.943734, 0.0144, 11.2513, 65.8017, 269.119, 312.355
zfp_vz__rel1, zfp_rel_1_, 2.44619, 2.44619, 0.150585, 7.05367, 65.8017, 269.119, 311.891
zfp_vx__rate0.2, zfp_rate_0.2_, 7.35334, 7.35334, 2.59044, 10.0402, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.943734, 0.943734, 0.0144, 11.2513, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.44619, 2.44619, 0.150585, 7.05367, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.45322, 6.31331, 0.24393, 20.3013, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.707376, 0.707376, 0.00402963, 16.7823, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.98617, 1.98617, 0.0396566, 12.8483, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.11122, 2.79299, 0.0717261, 25.6172, 65.8017, 269.119, 298.134
SZ_vy__rel0.8, SZ_rel_0.8_, 0.528189, 0.528189, 0.00194356, 19.9489, 65.8017, 269.119, 281.256
SZ_vz__rel0.8, SZ_rel_0.8_, 1.28271, 1.28271, 0.0192492, 15.9874, 65.8017, 269.119, 242.617
SZ_vx__rel0.9, SZ_rel_0.9_, 3.11122, 2.83809, 0.074722, 25.4395, 65.8017, 269.119, 313.587
SZ_vy__rel0.9, SZ_rel_0.9_, 0.523875, 0.523875, 0.001968, 19.8947, 65.8017, 269.119, 296.753
SZ_vz__rel0.9, SZ_rel_0.9_, 1.32623, 1.32623, 0.0193949, 15.9546, 65.8017, 269.119, 257.893
SZ_vx__rel0.99, SZ_rel_0.99_, 3.11122, 2.84316, 0.0777008, 25.2697, 65.8017, 269.119, 327.975
SZ_vy__rel0.99, SZ_rel_0.99_, 0.508343, 0.508343, 0.00199852, 19.8278, 65.8017, 269.119, 310.85
SZ_vz__rel0.99, SZ_rel_0.99_, 1.34384, 1.34384, 0.0195633, 15.9171, 65.8017, 269.119, 270.4
