Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11854
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10383
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10619
zfp_vx__rel2, zfp_rel_2_, 7.21779, 7.21779, 1.84543, 11.6203, 65.8017, 269.119, 274.066
zfp_vy__rel2, zfp_rel_2_, 0.668103, 0.668103, 0.0134655, 11.2089, 65.8017, 269.119, 278.469
zfp_vz__rel2, zfp_rel_2_, 1.85307, 1.85307, 0.126251, 7.94401, 65.8017, 269.119, 277.585
zfp_vx__rel1, zfp_rel_1_, 7.06842, 7.06842, 2.56067, 10.1977, 65.8017, 269.119, 311.242
zfp_vy__rel1, zfp_rel_1_, 1.11193, 1.11193, 0.0147953, 10.7999, 65.8017, 269.119, 312.355
zfp_vz__rel1, zfp_rel_1_, 2.35554, 2.35554, 0.151083, 7.16418, 65.8017, 269.119, 311.751
zfp_vx__rate0.2, zfp_rate_0.2_, 7.06842, 7.06842, 2.56067, 10.1977, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 1.11193, 1.11193, 0.0147953, 10.7999, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.35554, 2.35554, 0.151083, 7.16418, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.02179, 5.99102, 0.244558, 20.3974, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.704067, 0.704067, 0.00401005, 16.4696, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.79717, 1.79717, 0.0393049, 13.0119, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.34752, 2.86043, 0.0725091, 25.6773, 65.8017, 269.119, 295.088
SZ_vy__rel0.8, SZ_rel_0.8_, 0.450922, 0.450922, 0.00192602, 19.6545, 65.8017, 269.119, 278.178
SZ_vz__rel0.8, SZ_rel_0.8_, 1.31064, 1.31064, 0.0190661, 16.1537, 65.8017, 269.119, 241.701
SZ_vx__rel0.9, SZ_rel_0.9_, 3.34752, 2.89128, 0.0752865, 25.5141, 65.8017, 269.119, 311.914
SZ_vy__rel0.9, SZ_rel_0.9_, 0.450922, 0.450922, 0.00195569, 19.5881, 65.8017, 269.119, 293.37
SZ_vz__rel0.9, SZ_rel_0.9_, 1.4756, 1.4756, 0.0192162, 16.1197, 65.8017, 269.119, 255.848
SZ_vx__rel0.99, SZ_rel_0.99_, 3.34752, 2.9667, 0.0774215, 25.3926, 65.8017, 269.119, 326.615
SZ_vy__rel0.99, SZ_rel_0.99_, 0.466702, 0.466702, 0.00198326, 19.5273, 65.8017, 269.119, 306.809
SZ_vz__rel0.99, SZ_rel_0.99_, 1.51103, 1.51103, 0.0193799, 16.0828, 65.8017, 269.119, 267.955
