Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11873
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10149
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10496
zfp_vx__rel2, zfp_rel_2_, 7.44076, 7.44076, 1.79621, 12.3083, 65.8017, 269.119, 273.815
zfp_vy__rel2, zfp_rel_2_, 0.764077, 0.764077, 0.0132058, 12.0481, 65.8017, 269.119, 279.025
zfp_vz__rel2, zfp_rel_2_, 1.66616, 1.66616, 0.125097, 7.68272, 65.8017, 269.119, 277.879
zfp_vx__rel1, zfp_rel_1_, 7.12429, 7.12429, 2.5515, 10.7839, 65.8017, 269.119, 310.919
zfp_vy__rel1, zfp_rel_1_, 0.931308, 0.931308, 0.0140918, 11.7661, 65.8017, 269.119, 312.355
zfp_vz__rel1, zfp_rel_1_, 2.24587, 2.24587, 0.150248, 6.88711, 65.8017, 269.119, 311.891
zfp_vx__rate0.2, zfp_rate_0.2_, 7.12429, 7.12429, 2.5515, 10.7839, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.931308, 0.931308, 0.0140918, 11.7661, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.24587, 2.24587, 0.150248, 6.88711, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.80377, 5.48452, 0.242493, 21.0049, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.92468, 0.92468, 0.0041189, 17.108, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 2.01507, 2.01507, 0.0406559, 12.564, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.39081, 3.39081, 0.072239, 26.2642, 65.8017, 269.119, 300.43
SZ_vy__rel0.8, SZ_rel_0.8_, 0.493056, 0.493056, 0.00200142, 20.2424, 65.8017, 269.119, 278.201
SZ_vz__rel0.8, SZ_rel_0.8_, 1.25547, 1.25547, 0.019742, 15.7013, 65.8017, 269.119, 241.26
SZ_vx__rel0.9, SZ_rel_0.9_, 3.51076, 3.51076, 0.0749122, 26.1064, 65.8017, 269.119, 317.288
SZ_vy__rel0.9, SZ_rel_0.9_, 0.472648, 0.472648, 0.00203313, 20.1741, 65.8017, 269.119, 294.772
SZ_vz__rel0.9, SZ_rel_0.9_, 1.31478, 1.31478, 0.0198959, 15.6676, 65.8017, 269.119, 256.568
SZ_vx__rel0.99, SZ_rel_0.99_, 3.53775, 3.53775, 0.0775038, 25.9587, 65.8017, 269.119, 332.677
SZ_vy__rel0.99, SZ_rel_0.99_, 0.50479, 0.50479, 0.00205961, 20.1179, 65.8017, 269.119, 308.393
SZ_vz__rel0.99, SZ_rel_0.99_, 1.28623, 1.28623, 0.0200496, 15.6341, 65.8017, 269.119, 269.142
