Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.12079
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10492
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10811
zfp_vx__rel2, zfp_rel_2_, 7.48346, 7.48346, 1.8089, 11.169, 65.8017, 269.119, 273.851
zfp_vy__rel2, zfp_rel_2_, 0.792095, 0.792095, 0.01364, 12.3702, 65.8017, 269.119, 278.211
zfp_vz__rel2, zfp_rel_2_, 1.97217, 1.97217, 0.133318, 7.76781, 65.8017, 269.119, 277.842
zfp_vx__rel1, zfp_rel_1_, 11.4952, 7.41846, 2.6958, 9.43622, 65.8017, 269.119, 310.781
zfp_vy__rel1, zfp_rel_1_, 0.973961, 0.973961, 0.015429, 11.835, 65.8017, 269.119, 311.983
zfp_vz__rel1, zfp_rel_1_, 1.94107, 1.94107, 0.151587, 7.21007, 65.8017, 269.119, 311.798
zfp_vx__rate0.2, zfp_rate_0.2_, 11.4952, 7.41846, 2.6958, 9.43622, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.973961, 0.973961, 0.015429, 11.835, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 1.94107, 1.94107, 0.151587, 7.21007, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 7.49731, 6.57097, 0.240761, 19.9272, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.853493, 0.853493, 0.00412562, 17.5635, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.88497, 1.88497, 0.0394049, 13.0612, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.434, 2.84396, 0.0717301, 25.1861, 65.8017, 269.119, 299.722
SZ_vy__rel0.8, SZ_rel_0.8_, 0.528886, 0.528886, 0.00199791, 20.7126, 65.8017, 269.119, 277.387
SZ_vz__rel0.8, SZ_rel_0.8_, 1.29034, 1.29034, 0.0194475, 16.1281, 65.8017, 269.119, 243.699
SZ_vx__rel0.9, SZ_rel_0.9_, 3.434, 2.88138, 0.074739, 25.0076, 65.8017, 269.119, 317.792
SZ_vy__rel0.9, SZ_rel_0.9_, 0.500774, 0.500774, 0.00202517, 20.6537, 65.8017, 269.119, 293.293
SZ_vz__rel0.9, SZ_rel_0.9_, 1.25807, 1.25807, 0.0196003, 16.0941, 65.8017, 269.119, 258.127
SZ_vx__rel0.99, SZ_rel_0.99_, 3.434, 2.85779, 0.0776416, 24.8422, 65.8017, 269.119, 332.268
SZ_vy__rel0.99, SZ_rel_0.99_, 0.50951, 0.50951, 0.00205565, 20.5889, 65.8017, 269.119, 306.439
SZ_vz__rel0.99, SZ_rel_0.99_, 1.26557, 1.26557, 0.0197828, 16.0538, 65.8017, 269.119, 270.064
