Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11818
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10189
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10503
zfp_vx__rel2, zfp_rel_2_, 7.62657, 7.62657, 1.80501, 11.6981, 65.8017, 269.119, 273.815
zfp_vy__rel2, zfp_rel_2_, 0.690978, 0.690978, 0.0133854, 11.457, 65.8017, 269.119, 279.062
zfp_vz__rel2, zfp_rel_2_, 1.78254, 1.78254, 0.125172, 7.80266, 65.8017, 269.119, 277.768
zfp_vx__rel1, zfp_rel_1_, 7.37532, 7.37532, 2.57115, 10.1616, 65.8017, 269.119, 310.919
zfp_vy__rel1, zfp_rel_1_, 0.972417, 0.972417, 0.0142881, 11.1736, 65.8017, 269.119, 312.262
zfp_vz__rel1, zfp_rel_1_, 2.23624, 2.23624, 0.15026, 7.00928, 65.8017, 269.119, 311.659
zfp_vx__rate0.2, zfp_rate_0.2_, 7.37532, 7.37532, 2.57115, 10.1616, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.972417, 0.972417, 0.0142881, 11.1736, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.23624, 2.23624, 0.15026, 7.00928, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.06212, 5.62753, 0.245314, 20.3657, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.875141, 0.875141, 0.00406262, 16.6352, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 2.02158, 2.02158, 0.0402353, 12.7316, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.57646, 3.09268, 0.0714368, 25.7237, 65.8017, 269.119, 299.107
SZ_vy__rel0.8, SZ_rel_0.8_, 0.476814, 0.476814, 0.00196183, 19.7967, 65.8017, 269.119, 277.713
SZ_vz__rel0.8, SZ_rel_0.8_, 1.24652, 1.24652, 0.0193325, 15.9148, 65.8017, 269.119, 241.635
SZ_vx__rel0.9, SZ_rel_0.9_, 3.2034, 3.2034, 0.0747764, 25.5252, 65.8017, 269.119, 315.509
SZ_vy__rel0.9, SZ_rel_0.9_, 0.492817, 0.492817, 0.00199304, 19.7281, 65.8017, 269.119, 293.806
SZ_vz__rel0.9, SZ_rel_0.9_, 1.27261, 1.27261, 0.0194708, 15.8839, 65.8017, 269.119, 255.326
SZ_vx__rel0.99, SZ_rel_0.99_, 3.46402, 2.97723, 0.0775096, 25.3693, 65.8017, 269.119, 331.088
SZ_vy__rel0.99, SZ_rel_0.99_, 0.48999, 0.48999, 0.00201625, 19.6779, 65.8017, 269.119, 307.551
SZ_vz__rel0.99, SZ_rel_0.99_, 1.26484, 1.26484, 0.0196417, 15.8459, 65.8017, 269.119, 267.733
