Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11939
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10433
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10753
zfp_vx__rel2, zfp_rel_2_, 7.48663, 7.48663, 1.79578, 11.4748, 65.8017, 269.119, 274.138
zfp_vy__rel2, zfp_rel_2_, 0.738332, 0.738332, 0.0135676, 11.6888, 65.8017, 269.119, 278.137
zfp_vz__rel2, zfp_rel_2_, 1.73264, 1.73264, 0.128746, 7.79021, 65.8017, 269.119, 277.732
zfp_vx__rel1, zfp_rel_1_, 11.7522, 7.08218, 2.64285, 9.79663, 65.8017, 269.119, 310.873
zfp_vy__rel1, zfp_rel_1_, 1.02663, 1.02663, 0.0151586, 11.2072, 65.8017, 269.119, 312.03
zfp_vz__rel1, zfp_rel_1_, 2.24375, 2.24375, 0.152225, 7.06269, 65.8017, 269.119, 311.751
zfp_vx__rate0.2, zfp_rate_0.2_, 11.7522, 7.08218, 2.64285, 9.79663, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 1.02663, 1.02663, 0.0151586, 11.2072, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.24375, 2.24375, 0.152225, 7.06269, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 5.67127, 5.67127, 0.243519, 20.152, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.721144, 0.721144, 0.0040223, 16.9691, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.78008, 1.78008, 0.0392987, 12.9438, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.35742, 3.35742, 0.0715586, 25.4707, 65.8017, 269.119, 297.886
SZ_vy__rel0.8, SZ_rel_0.8_, 0.544834, 0.544834, 0.00194416, 20.1265, 65.8017, 269.119, 277.893
SZ_vz__rel0.8, SZ_rel_0.8_, 1.38271, 1.38271, 0.0192025, 16.054, 65.8017, 269.119, 241.038
SZ_vx__rel0.9, SZ_rel_0.9_, 3.3974, 3.3974, 0.0741359, 25.3171, 65.8017, 269.119, 315.189
SZ_vy__rel0.9, SZ_rel_0.9_, 0.565378, 0.565378, 0.00197247, 20.0637, 65.8017, 269.119, 294.208
SZ_vz__rel0.9, SZ_rel_0.9_, 1.43165, 1.43165, 0.0193582, 16.0189, 65.8017, 269.119, 256.023
SZ_vx__rel0.99, SZ_rel_0.99_, 3.35628, 3.35628, 0.0767978, 25.1639, 65.8017, 269.119, 329.068
SZ_vy__rel0.99, SZ_rel_0.99_, 0.532097, 0.532097, 0.00199362, 20.0174, 65.8017, 269.119, 307.72
SZ_vz__rel0.99, SZ_rel_0.99_, 1.39483, 1.39483, 0.0195063, 15.9858, 65.8017, 269.119, 267.554
