Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.1187
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10369
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10633
zfp_vx__rel2, zfp_rel_2_, 7.58046, 7.58046, 1.85593, 11.4316, 65.8017, 269.119, 274.138
zfp_vy__rel2, zfp_rel_2_, 0.727477, 0.727477, 0.0134635, 11.2686, 65.8017, 269.119, 278.358
zfp_vz__rel2, zfp_rel_2_, 1.70209, 1.70209, 0.12627, 7.93364, 65.8017, 269.119, 277.695
zfp_vx__rel1, zfp_rel_1_, 11.5688, 7.74506, 2.57277, 10.0132, 65.8017, 269.119, 311.289
zfp_vy__rel1, zfp_rel_1_, 0.998229, 0.998229, 0.0147795, 10.8636, 65.8017, 269.119, 312.216
zfp_vz__rel1, zfp_rel_1_, 2.21525, 2.21525, 0.151153, 7.15246, 65.8017, 269.119, 311.751
zfp_vx__rate0.2, zfp_rate_0.2_, 11.5688, 7.74506, 2.57277, 10.0132, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.998229, 0.998229, 0.0147795, 10.8636, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.21525, 2.21525, 0.151153, 7.15246, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 5.99036, 5.60742, 0.243568, 20.251, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.745978, 0.745978, 0.00400791, 16.531, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.73359, 1.73359, 0.0392463, 13.0086, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.30436, 3.05485, 0.0724478, 25.517, 65.8017, 269.119, 295.962
SZ_vy__rel0.8, SZ_rel_0.8_, 0.480669, 0.480669, 0.00193865, 19.6852, 65.8017, 269.119, 278.631
SZ_vz__rel0.8, SZ_rel_0.8_, 1.30201, 1.30201, 0.0190384, 16.1503, 65.8017, 269.119, 240.485
SZ_vx__rel0.9, SZ_rel_0.9_, 3.30436, 2.9623, 0.0750029, 25.3664, 65.8017, 269.119, 312.792
SZ_vy__rel0.9, SZ_rel_0.9_, 0.480669, 0.480669, 0.00196588, 19.6246, 65.8017, 269.119, 295.072
SZ_vz__rel0.9, SZ_rel_0.9_, 1.33679, 1.33679, 0.0192061, 16.1123, 65.8017, 269.119, 255.458
SZ_vx__rel0.99, SZ_rel_0.99_, 3.30436, 2.99353, 0.0780691, 25.1924, 65.8017, 269.119, 328.129
SZ_vy__rel0.99, SZ_rel_0.99_, 0.480669, 0.480669, 0.00199013, 19.5714, 65.8017, 269.119, 308.95
SZ_vz__rel0.99, SZ_rel_0.99_, 1.2802, 1.2802, 0.0193624, 16.077, 65.8017, 269.119, 266.975
