Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.12095
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10452
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10766
zfp_vx__rel2, zfp_rel_2_, 6.64108, 4.99367, 1.81143, 11.2513, 65.8017, 269.119, 273.851
zfp_vy__rel2, zfp_rel_2_, 0.823724, 0.823724, 0.0136054, 12.3175, 65.8017, 269.119, 278.248
zfp_vz__rel2, zfp_rel_2_, 2.15168, 2.15168, 0.132124, 7.79781, 65.8017, 269.119, 277.842
zfp_vx__rel1, zfp_rel_1_, 11.5768, 7.90032, 2.67494, 9.55842, 65.8017, 269.119, 310.643
zfp_vy__rel1, zfp_rel_1_, 0.959626, 0.959626, 0.015294, 11.8094, 65.8017, 269.119, 311.937
zfp_vz__rel1, zfp_rel_1_, 2.21543, 2.21543, 0.152135, 7.18534, 65.8017, 269.119, 311.937
zfp_vx__rate0.2, zfp_rate_0.2_, 11.5768, 7.90032, 2.67494, 9.55842, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.959626, 0.959626, 0.015294, 11.8094, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.21543, 2.21543, 0.152135, 7.18534, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.83865, 4.54302, 0.237937, 20.0669, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.807412, 0.807412, 0.00406638, 17.5625, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.84783, 1.84783, 0.0396696, 13.023, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.63084, 3.28934, 0.0715092, 25.2879, 65.8017, 269.119, 301.765
SZ_vy__rel0.8, SZ_rel_0.8_, 0.5369, 0.5369, 0.00199995, 20.6444, 65.8017, 269.119, 277.608
SZ_vz__rel0.8, SZ_rel_0.8_, 1.30467, 1.30467, 0.0195591, 16.0941, 65.8017, 269.119, 243.99
SZ_vx__rel0.9, SZ_rel_0.9_, 3.63084, 3.21616, 0.074458, 25.1125, 65.8017, 269.119, 320.188
SZ_vy__rel0.9, SZ_rel_0.9_, 0.547374, 0.547374, 0.00202928, 20.5812, 65.8017, 269.119, 294.007
SZ_vz__rel0.9, SZ_rel_0.9_, 1.44623, 1.44623, 0.0197317, 16.056, 65.8017, 269.119, 258.02
SZ_vx__rel0.99, SZ_rel_0.99_, 3.63084, 3.30228, 0.0779606, 24.9128, 65.8017, 269.119, 333.503
SZ_vy__rel0.99, SZ_rel_0.99_, 0.547964, 0.547964, 0.00205373, 20.5292, 65.8017, 269.119, 307.247
SZ_vz__rel0.99, SZ_rel_0.99_, 1.47603, 1.47603, 0.0198837, 16.0227, 65.8017, 269.119, 270.915
