Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_,0.0,0.0,0.0,inf,3290.0849999999996,13455.950000000008,55.978930000000005
BLOSC_vy__, BLOSC_,0.0,0.0,0.0,inf,3290.0849999999996,13455.950000000008,55.17463
BLOSC_vz__, BLOSC_,0.0,0.0,0.0,inf,3290.0849999999996,13455.950000000008,55.34396
zfp_vx__rel2, zfp_rel_2_,371.83682999999996,356.33054,90.67389999999999,575.5746,3290.0849999999996,13455.950000000008,13692.848000000009
zfp_vy__rel2, zfp_rel_2_,36.758494,36.758494,0.6754517,597.0905,3290.0849999999996,13455.950000000008,13924.266999999996
zfp_vz__rel2, zfp_rel_2_,90.30174000000001,90.30174000000001,6.442968000000001,390.91415000000006,3290.0849999999996,13455.950000000008,13886.476999999997
zfp_vx__rel1, zfp_rel_1_,476.73332,372.37227,131.61097999999998,494.7593499999999,3290.0849999999996,13455.950000000008,15545.095000000001
zfp_vy__rel1, zfp_rel_1_,49.644028999999996,49.644028999999996,0.7430975,576.4987000000002,3290.0849999999996,13455.950000000008,15605.630000000003
zfp_vz__rel1, zfp_rel_1_,108.32915999999999,108.32915999999999,7.565251000000001,355.96133999999995,3290.0849999999996,13455.950000000008,15589.981999999998
zfp_vx__rate0.2, zfp_rate_0.2_,476.73332,372.37227,131.61097999999998,494.7593499999999,3290.0849999999996,13455.950000000008,15753.849999999988
zfp_vy__rate0.2, zfp_rate_0.2_,49.644028999999996,49.644028999999996,0.7430975,576.4987000000002,3290.0849999999996,13455.950000000008,15753.849999999988
zfp_vz__rate0.2, zfp_rate_0.2_,108.32915999999999,108.32915999999999,7.565251000000001,355.96133999999995,3290.0849999999996,13455.950000000008,15753.849999999988
zfp_vx__rate0.3, zfp_rate_0.3_,316.61025000000006,283.53065000000004,12.118144,1012.5808000000002,3290.0849999999996,13455.950000000008,10778.949999999993
zfp_vy__rate0.3, zfp_rate_0.3_,40.15436899999999,40.15436899999999,0.20506913000000004,855.9450999999999,3290.0849999999996,13455.950000000008,10778.949999999993
zfp_vz__rate0.3, zfp_rate_0.3_,96.49103000000002,96.49103000000002,1.9855116,646.4482,3290.0849999999996,13455.950000000008,10778.949999999993
SZ_vx__rel0.8, SZ_rel_0.8_,163.7385,153.75973,3.5818426,1277.2359,3290.0849999999996,13455.950000000008,14938.604999999996
SZ_vy__rel0.8, SZ_rel_0.8_,25.753861000000004,25.753861000000004,0.09897523999999998,1014.1458999999999,3290.0849999999996,13455.950000000008,13893.454999999998
SZ_vz__rel0.8, SZ_rel_0.8_,64.32141000000001,64.32141000000001,0.9662223000000002,802.8505000000004,3290.0849999999996,13455.950000000008,12114.929999999998
SZ_vx__rel0.9, SZ_rel_0.9_,164.38768000000002,153.92560000000006,3.725521299999999,1268.6944999999998,3290.0849999999996,13455.950000000008,15798.186999999996
SZ_vy__rel0.9, SZ_rel_0.9_,25.743964,25.743964,0.10039419999999998,1011.0549999999998,3290.0849999999996,13455.950000000008,14688.543
SZ_vz__rel0.9, SZ_rel_0.9_,67.15047000000001,67.15047000000001,0.9740715,801.0934000000001,3290.0849999999996,13455.950000000008,12845.418000000003
SZ_vx__rel0.99, SZ_rel_0.99_,164.47376,154.49029000000002,3.8713403000000017,1260.358,3290.0849999999996,13455.950000000008,16535.628
SZ_vy__rel0.99, SZ_rel_0.99_,25.891103000000005,25.891103000000005,0.10174216000000001,1008.1582999999999,3290.0849999999996,13455.950000000008,15370.005999999998
SZ_vz__rel0.99, SZ_rel_0.99_,67.47434000000001,67.47434000000001,0.9820220999999996,799.3282,3290.0849999999996,13455.950000000008,13459.605000000007
