Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.12055
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10547
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10933
zfp_vx__rel2, zfp_rel_2_, 6.80937, 5.71915, 1.85735, 11.2251, 65.8017, 269.119, 273.565
zfp_vy__rel2, zfp_rel_2_, 0.726874, 0.726874, 0.0137904, 11.9931, 65.8017, 269.119, 278.063
zfp_vz__rel2, zfp_rel_2_, 1.75175, 1.75175, 0.134004, 7.74953, 65.8017, 269.119, 277.511
zfp_vx__rel1, zfp_rel_1_, 7.23869, 7.23869, 2.78414, 9.4671, 65.8017, 269.119, 310.735
zfp_vy__rel1, zfp_rel_1_, 0.948688, 0.948688, 0.0154604, 11.4967, 65.8017, 269.119, 311.844
zfp_vz__rel1, zfp_rel_1_, 1.95243, 1.95243, 0.152934, 7.17567, 65.8017, 269.119, 311.891
zfp_vx__rate0.2, zfp_rate_0.2_, 7.23869, 7.23869, 2.78414, 9.4671, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.948688, 0.948688, 0.0154604, 11.4967, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 1.95243, 1.95243, 0.152934, 7.17567, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 5.18214, 4.32224, 0.244644, 20.0287, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.738404, 0.738404, 0.00420468, 17.1516, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 2.0124, 2.0124, 0.0395735, 13.0467, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.3735, 2.8557, 0.0712064, 25.3888, 65.8017, 269.119, 300.328
SZ_vy__rel0.8, SZ_rel_0.8_, 0.479233, 0.479233, 0.00200262, 20.3729, 65.8017, 269.119, 277.635
SZ_vz__rel0.8, SZ_rel_0.8_, 1.26734, 1.26734, 0.0192037, 16.1869, 65.8017, 269.119, 243.759
SZ_vx__rel0.9, SZ_rel_0.9_, 3.3735, 2.73635, 0.0741688, 25.2118, 65.8017, 269.119, 318.989
SZ_vy__rel0.9, SZ_rel_0.9_, 0.498792, 0.498792, 0.00203365, 20.3061, 65.8017, 269.119, 293.226
SZ_vz__rel0.9, SZ_rel_0.9_, 1.26999, 1.26999, 0.019362, 16.1512, 65.8017, 269.119, 258.23
SZ_vx__rel0.99, SZ_rel_0.99_, 3.3735, 2.88756, 0.0773917, 25.0271, 65.8017, 269.119, 333.822
SZ_vy__rel0.99, SZ_rel_0.99_, 0.483201, 0.483201, 0.00206064, 20.2489, 65.8017, 269.119, 307.557
SZ_vz__rel0.99, SZ_rel_0.99_, 1.32956, 1.32956, 0.0195228, 16.1153, 65.8017, 269.119, 271.2
