Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.12051
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10414
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10797
zfp_vx__rel2, zfp_rel_2_, 7.66684, 7.66684, 1.78293, 11.1532, 65.8017, 269.119, 274.066
zfp_vy__rel2, zfp_rel_2_, 0.697374, 0.697374, 0.0136048, 11.9994, 65.8017, 269.119, 278.174
zfp_vz__rel2, zfp_rel_2_, 1.8628, 1.8628, 0.130358, 7.82425, 65.8017, 269.119, 277.805
zfp_vx__rel1, zfp_rel_1_, 12.1655, 7.49266, 2.65822, 9.41867, 65.8017, 269.119, 310.873
zfp_vy__rel1, zfp_rel_1_, 1.04821, 1.04821, 0.015373, 11.4687, 65.8017, 269.119, 312.03
zfp_vz__rel1, zfp_rel_1_, 2.16258, 2.16258, 0.152007, 7.157, 65.8017, 269.119, 311.937
zfp_vx__rate0.2, zfp_rate_0.2_, 12.1655, 7.49266, 2.65822, 9.41867, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 1.04821, 1.04821, 0.015373, 11.4687, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.16258, 2.16258, 0.152007, 7.157, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 5.73864, 5.73864, 0.241675, 19.8323, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.722062, 0.722062, 0.00410299, 17.2053, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.89164, 1.89164, 0.0395381, 13.0055, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.79096, 2.92307, 0.0711129, 25.1451, 65.8017, 269.119, 297.822
SZ_vy__rel0.8, SZ_rel_0.8_, 0.553433, 0.553433, 0.00196747, 20.3972, 65.8017, 269.119, 275.56
SZ_vz__rel0.8, SZ_rel_0.8_, 1.28658, 1.28658, 0.0195586, 16.0622, 65.8017, 269.119, 242.586
SZ_vx__rel0.9, SZ_rel_0.9_, 3.79096, 2.86958, 0.0743679, 24.9507, 65.8017, 269.119, 315.142
SZ_vy__rel0.9, SZ_rel_0.9_, 0.53805, 0.53805, 0.00199449, 20.338, 65.8017, 269.119, 291.935
SZ_vz__rel0.9, SZ_rel_0.9_, 1.30669, 1.30669, 0.0197209, 16.0264, 65.8017, 269.119, 257.925
SZ_vx__rel0.99, SZ_rel_0.99_, 3.79096, 3.14323, 0.0771356, 24.792, 65.8017, 269.119, 330.742
SZ_vy__rel0.99, SZ_rel_0.99_, 0.579583, 0.579583, 0.0020182, 20.2867, 65.8017, 269.119, 305.802
SZ_vz__rel0.99, SZ_rel_0.99_, 1.32142, 1.32142, 0.0198725, 15.9931, 65.8017, 269.119, 269.565
