Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11946
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10061
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10476
zfp_vx__rel2, zfp_rel_2_, 7.7061, 7.7061, 1.78237, 12.0412, 65.8017, 269.119, 273.887
zfp_vy__rel2, zfp_rel_2_, 0.714289, 0.714289, 0.0131427, 12.5954, 65.8017, 269.119, 279.099
zfp_vz__rel2, zfp_rel_2_, 1.85922, 1.85922, 0.124719, 7.92896, 65.8017, 269.119, 278.026
zfp_vx__rel1, zfp_rel_1_, 7.47245, 7.47245, 2.51221, 10.5506, 65.8017, 269.119, 310.873
zfp_vy__rel1, zfp_rel_1_, 0.980907, 0.980907, 0.0140779, 12.2969, 65.8017, 269.119, 312.216
zfp_vz__rel1, zfp_rel_1_, 2.17851, 2.17851, 0.149603, 7.13888, 65.8017, 269.119, 311.844
zfp_vx__rate0.2, zfp_rate_0.2_, 7.47245, 7.47245, 2.51221, 10.5506, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.980907, 0.980907, 0.0140779, 12.2969, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.17851, 2.17851, 0.149603, 7.13888, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.47245, 6.47245, 0.240465, 20.7406, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 1.00077, 1.00077, 0.00418945, 17.5607, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 2.0655, 2.0655, 0.0401965, 12.8464, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.65665, 3.65665, 0.0717717, 25.9916, 65.8017, 269.119, 296.895
SZ_vy__rel0.8, SZ_rel_0.8_, 0.491282, 0.491282, 0.00203411, 20.6985, 65.8017, 269.119, 278.003
SZ_vz__rel0.8, SZ_rel_0.8_, 1.31068, 1.31068, 0.0198454, 15.9117, 65.8017, 269.119, 242.137
SZ_vx__rel0.9, SZ_rel_0.9_, 3.46351, 3.46351, 0.0747018, 25.8178, 65.8017, 269.119, 315.059
SZ_vy__rel0.9, SZ_rel_0.9_, 0.499164, 0.499164, 0.00206218, 20.639, 65.8017, 269.119, 294.167
SZ_vz__rel0.9, SZ_rel_0.9_, 1.31909, 1.31909, 0.020004, 15.8771, 65.8017, 269.119, 256.434
SZ_vx__rel0.99, SZ_rel_0.99_, 3.43454, 3.43454, 0.0774302, 25.6621, 65.8017, 269.119, 329.443
SZ_vy__rel0.99, SZ_rel_0.99_, 0.510043, 0.510043, 0.00209002, 20.5808, 65.8017, 269.119, 306.781
SZ_vz__rel0.99, SZ_rel_0.99_, 1.31703, 1.31703, 0.020168, 15.8416, 65.8017, 269.119, 268.255
