Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11842
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10156
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10503
zfp_vx__rel2, zfp_rel_2_, 7.49714, 7.49714, 1.7916, 12.1913, 65.8017, 269.119, 273.78
zfp_vy__rel2, zfp_rel_2_, 0.711256, 0.711256, 0.0132813, 11.9377, 65.8017, 269.119, 279.062
zfp_vz__rel2, zfp_rel_2_, 1.57256, 1.57256, 0.125, 7.7561, 65.8017, 269.119, 277.695
zfp_vx__rel1, zfp_rel_1_, 7.17686, 7.17686, 2.55127, 10.6562, 65.8017, 269.119, 310.966
zfp_vy__rel1, zfp_rel_1_, 0.895619, 0.895619, 0.0141452, 11.664, 65.8017, 269.119, 312.448
zfp_vz__rel1, zfp_rel_1_, 2.16831, 2.16831, 0.15059, 6.94725, 65.8017, 269.119, 311.659
zfp_vx__rate0.2, zfp_rate_0.2_, 7.17686, 7.17686, 2.55127, 10.6562, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.895619, 0.895619, 0.0141452, 11.664, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.16831, 2.16831, 0.15059, 6.94725, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.73982, 6.1657, 0.243322, 20.8619, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.685994, 0.685994, 0.00412125, 17.0198, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.87862, 1.87862, 0.0406405, 12.6356, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.75103, 3.46328, 0.0718799, 26.1577, 65.8017, 269.119, 299.914
SZ_vy__rel0.8, SZ_rel_0.8_, 0.484622, 0.484622, 0.0020022, 20.155, 65.8017, 269.119, 278.664
SZ_vz__rel0.8, SZ_rel_0.8_, 1.20969, 1.20969, 0.0196258, 15.7969, 65.8017, 269.119, 241.816
SZ_vx__rel0.9, SZ_rel_0.9_, 3.69192, 3.34713, 0.0747145, 25.9897, 65.8017, 269.119, 319.001
SZ_vy__rel0.9, SZ_rel_0.9_, 0.486021, 0.486021, 0.00202728, 20.1009, 65.8017, 269.119, 294.839
SZ_vz__rel0.9, SZ_rel_0.9_, 1.20564, 1.20564, 0.0197849, 15.7619, 65.8017, 269.119, 256.379
SZ_vx__rel0.99, SZ_rel_0.99_, 3.78502, 3.37326, 0.077592, 25.8256, 65.8017, 269.119, 332.894
SZ_vy__rel0.99, SZ_rel_0.99_, 0.501136, 0.501136, 0.00205605, 20.0397, 65.8017, 269.119, 308.257
SZ_vz__rel0.99, SZ_rel_0.99_, 1.18378, 1.18378, 0.019944, 15.7271, 65.8017, 269.119, 268.508
