Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.12099
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10396
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10758
zfp_vx__rel2, zfp_rel_2_, 7.2038, 7.2038, 1.79509, 11.1416, 65.8017, 269.119, 273.923
zfp_vy__rel2, zfp_rel_2_, 0.840583, 0.840583, 0.0136239, 12.1751, 65.8017, 269.119, 278.211
zfp_vz__rel2, zfp_rel_2_, 1.83289, 1.83289, 0.131697, 7.81635, 65.8017, 269.119, 277.768
zfp_vx__rel1, zfp_rel_1_, 12.2535, 8.04683, 2.68273, 9.39673, 65.8017, 269.119, 310.873
zfp_vy__rel1, zfp_rel_1_, 1.03441, 1.03441, 0.0153349, 11.6614, 65.8017, 269.119, 311.983
zfp_vz__rel1, zfp_rel_1_, 2.13625, 2.13625, 0.152251, 7.1865, 65.8017, 269.119, 311.844
zfp_vx__rate0.2, zfp_rate_0.2_, 12.2535, 8.04683, 2.68273, 9.39673, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 1.03441, 1.03441, 0.0153349, 11.6614, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.13625, 2.13625, 0.152251, 7.1865, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 5.29593, 4.34225, 0.243426, 19.8188, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.729773, 0.729773, 0.0041291, 17.3596, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.91688, 1.91688, 0.0398373, 13.0092, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.53125, 3.53125, 0.0707275, 25.1866, 65.8017, 269.119, 299.16
SZ_vy__rel0.8, SZ_rel_0.8_, 0.516535, 0.516535, 0.00197348, 20.5659, 65.8017, 269.119, 274.483
SZ_vz__rel0.8, SZ_rel_0.8_, 1.28352, 1.28352, 0.0195485, 16.101, 65.8017, 269.119, 241.998
SZ_vx__rel0.9, SZ_rel_0.9_, 3.48078, 3.44252, 0.073691, 25.0083, 65.8017, 269.119, 316.152
SZ_vy__rel0.9, SZ_rel_0.9_, 0.539621, 0.539621, 0.00200455, 20.498, 65.8017, 269.119, 290.454
SZ_vz__rel0.9, SZ_rel_0.9_, 1.49668, 1.49668, 0.0197082, 16.0657, 65.8017, 269.119, 255.805
SZ_vx__rel0.99, SZ_rel_0.99_, 3.56256, 3.56256, 0.0767128, 24.8338, 65.8017, 269.119, 330.169
SZ_vy__rel0.99, SZ_rel_0.99_, 0.549713, 0.549713, 0.00203112, 20.4408, 65.8017, 269.119, 303.864
SZ_vz__rel0.99, SZ_rel_0.99_, 1.52338, 1.52338, 0.0198583, 16.0327, 65.8017, 269.119, 269.401
