Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11863
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10127
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10487
zfp_vx__rel2, zfp_rel_2_, 7.41425, 7.41425, 1.77986, 12.4291, 65.8017, 269.119, 273.851
zfp_vy__rel2, zfp_rel_2_, 0.694893, 0.694893, 0.0131391, 12.1991, 65.8017, 269.119, 279.099
zfp_vz__rel2, zfp_rel_2_, 1.62988, 1.62988, 0.125338, 7.63935, 65.8017, 269.119, 277.916
zfp_vx__rel1, zfp_rel_1_, 7.25031, 7.25031, 2.53607, 10.8914, 65.8017, 269.119, 310.919
zfp_vy__rel1, zfp_rel_1_, 0.979791, 0.979791, 0.0140983, 11.8931, 65.8017, 269.119, 312.355
zfp_vz__rel1, zfp_rel_1_, 2.13185, 2.13185, 0.149651, 6.86939, 65.8017, 269.119, 311.705
zfp_vx__rate0.2, zfp_rate_0.2_, 7.25031, 7.25031, 2.53607, 10.8914, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.979791, 0.979791, 0.0140983, 11.8931, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.13185, 2.13185, 0.149651, 6.86939, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.68134, 6.68134, 0.238959, 21.1498, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.860017, 0.860017, 0.00417874, 17.1743, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.9156, 1.9156, 0.0408641, 12.5068, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.51923, 3.22346, 0.072179, 26.3489, 65.8017, 269.119, 299.492
SZ_vy__rel0.8, SZ_rel_0.8_, 0.47751, 0.47751, 0.00200011, 20.3742, 65.8017, 269.119, 278.802
SZ_vz__rel0.8, SZ_rel_0.8_, 1.33604, 1.33604, 0.0196148, 15.6944, 65.8017, 269.119, 242.249
SZ_vx__rel0.9, SZ_rel_0.9_, 3.7218, 3.31531, 0.0749817, 26.1834, 65.8017, 269.119, 316.737
SZ_vy__rel0.9, SZ_rel_0.9_, 0.470209, 0.470209, 0.00203113, 20.3074, 65.8017, 269.119, 294.038
SZ_vz__rel0.9, SZ_rel_0.9_, 1.40037, 1.40037, 0.0197686, 15.6604, 65.8017, 269.119, 256.54
SZ_vx__rel0.99, SZ_rel_0.99_, 3.42879, 3.31531, 0.0779533, 26.0146, 65.8017, 269.119, 330.996
SZ_vy__rel0.99, SZ_rel_0.99_, 0.477054, 0.477054, 0.00205745, 20.2515, 65.8017, 269.119, 308.388
SZ_vz__rel0.99, SZ_rel_0.99_, 1.38635, 1.38635, 0.0199286, 15.6254, 65.8017, 269.119, 269.137
