Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.1187
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10378
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10628
zfp_vx__rel2, zfp_rel_2_, 7.76972, 7.76972, 1.85259, 11.2342, 65.8017, 269.119, 273.958
zfp_vy__rel2, zfp_rel_2_, 0.714633, 0.714633, 0.013579, 11.2875, 65.8017, 269.119, 278.358
zfp_vz__rel2, zfp_rel_2_, 1.69247, 1.69247, 0.126715, 7.88202, 65.8017, 269.119, 277.732
zfp_vx__rel1, zfp_rel_1_, 11.95, 7.32475, 2.58068, 9.7947, 65.8017, 269.119, 311.104
zfp_vy__rel1, zfp_rel_1_, 1.06453, 1.06453, 0.0146824, 10.9482, 65.8017, 269.119, 312.123
zfp_vz__rel1, zfp_rel_1_, 2.27901, 2.27901, 0.151582, 7.10383, 65.8017, 269.119, 311.844
zfp_vx__rate0.2, zfp_rate_0.2_, 11.95, 7.32475, 2.58068, 9.7947, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 1.06453, 1.06453, 0.0146824, 10.9482, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.27901, 2.27901, 0.151582, 7.10383, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.66147, 6.66147, 0.246413, 19.9954, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.881801, 0.881801, 0.00401483, 16.5795, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.77072, 1.77072, 0.0392738, 12.9693, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 2.97806, 2.97806, 0.0721747, 25.3282, 65.8017, 269.119, 296.721
SZ_vy__rel0.8, SZ_rel_0.8_, 0.484419, 0.484419, 0.0019356, 19.748, 65.8017, 269.119, 276.811
SZ_vz__rel0.8, SZ_rel_0.8_, 1.31106, 1.31106, 0.0191461, 16.0895, 65.8017, 269.119, 241.309
SZ_vx__rel0.9, SZ_rel_0.9_, 3.23554, 3.23554, 0.0749567, 25.1639, 65.8017, 269.119, 314.646
SZ_vy__rel0.9, SZ_rel_0.9_, 0.474075, 0.474075, 0.0019653, 19.6819, 65.8017, 269.119, 293.431
SZ_vz__rel0.9, SZ_rel_0.9_, 1.38986, 1.38986, 0.0192994, 16.0549, 65.8017, 269.119, 256.133
SZ_vx__rel0.99, SZ_rel_0.99_, 3.2426, 3.2426, 0.0774759, 25.0204, 65.8017, 269.119, 328.946
SZ_vy__rel0.99, SZ_rel_0.99_, 0.509736, 0.509736, 0.00199071, 19.6261, 65.8017, 269.119, 307.478
SZ_vz__rel0.99, SZ_rel_0.99_, 1.38727, 1.38727, 0.0194545, 16.0201, 65.8017, 269.119, 268.685
