Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11808
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10297
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10556
zfp_vx__rel2, zfp_rel_2_, 8.11766, 8.11766, 1.82594, 11.8222, 65.8017, 269.119, 273.994
zfp_vy__rel2, zfp_rel_2_, 0.746219, 0.746219, 0.0135252, 11.2573, 65.8017, 269.119, 278.802
zfp_vz__rel2, zfp_rel_2_, 2.05445, 2.05445, 0.125521, 7.89644, 65.8017, 269.119, 277.548
zfp_vx__rel1, zfp_rel_1_, 7.50586, 7.50586, 2.573, 10.3327, 65.8017, 269.119, 311.104
zfp_vy__rel1, zfp_rel_1_, 0.987696, 0.987696, 0.0143933, 10.9871, 65.8017, 269.119, 312.355
zfp_vz__rel1, zfp_rel_1_, 2.00109, 2.00109, 0.150703, 7.10239, 65.8017, 269.119, 311.659
zfp_vx__rate0.2, zfp_rate_0.2_, 7.50586, 7.50586, 2.573, 10.3327, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.987696, 0.987696, 0.0143933, 10.9871, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.00109, 2.00109, 0.150703, 7.10239, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.21052, 6.15856, 0.244855, 20.548, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.931702, 0.931702, 0.00395581, 16.5964, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.74196, 1.74196, 0.0391982, 12.9509, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.38983, 2.87255, 0.0722026, 25.8515, 65.8017, 269.119, 298.532
SZ_vy__rel0.8, SZ_rel_0.8_, 0.502455, 0.502455, 0.00193779, 19.6957, 65.8017, 269.119, 281.369
SZ_vz__rel0.8, SZ_rel_0.8_, 1.25337, 1.25337, 0.0190399, 16.087, 65.8017, 269.119, 243.247
SZ_vx__rel0.9, SZ_rel_0.9_, 3.38983, 2.87151, 0.0750266, 25.6849, 65.8017, 269.119, 315.32
SZ_vy__rel0.9, SZ_rel_0.9_, 0.536611, 0.536611, 0.00196797, 19.6285, 65.8017, 269.119, 298.352
SZ_vz__rel0.9, SZ_rel_0.9_, 1.26609, 1.26609, 0.0192017, 16.0502, 65.8017, 269.119, 258.163
SZ_vx__rel0.99, SZ_rel_0.99_, 3.38983, 2.97532, 0.0783248, 25.4981, 65.8017, 269.119, 329.534
SZ_vy__rel0.99, SZ_rel_0.99_, 0.482815, 0.482815, 0.00199514, 19.569, 65.8017, 269.119, 311.219
SZ_vz__rel0.99, SZ_rel_0.99_, 1.29446, 1.29446, 0.019372, 16.0119, 65.8017, 269.119, 270.461
