Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.12024
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.1059
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.11058
zfp_vx__rel2, zfp_rel_2_, 7.3328, 7.3328, 1.90201, 11.2388, 65.8017, 269.119, 273.815
zfp_vy__rel2, zfp_rel_2_, 0.691598, 0.691598, 0.0137477, 12.1099, 65.8017, 269.119, 278.174
zfp_vz__rel2, zfp_rel_2_, 1.6701, 1.6701, 0.134474, 7.65639, 65.8017, 269.119, 277.364
zfp_vx__rel1, zfp_rel_1_, 8.03173, 8.03173, 2.83782, 9.50109, 65.8017, 269.119, 310.966
zfp_vy__rel1, zfp_rel_1_, 0.96442, 0.96442, 0.0155153, 11.5846, 65.8017, 269.119, 311.798
zfp_vz__rel1, zfp_rel_1_, 2.14177, 2.14177, 0.153698, 7.07611, 65.8017, 269.119, 311.937
zfp_vx__rate0.2, zfp_rate_0.2_, 8.03173, 8.03173, 2.83782, 9.50109, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 0.96442, 0.96442, 0.0155153, 11.5846, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.14177, 2.14177, 0.153698, 7.07611, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.25916, 5.2113, 0.25006, 20.0505, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.790537, 0.790537, 0.0041806, 17.2798, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.90962, 1.90962, 0.03904, 13.0277, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.27174, 3.27174, 0.0720858, 25.4524, 65.8017, 269.119, 301.993
SZ_vy__rel0.8, SZ_rel_0.8_, 0.498504, 0.498504, 0.00203723, 20.4018, 65.8017, 269.119, 276.05
SZ_vz__rel0.8, SZ_rel_0.8_, 1.24097, 1.24097, 0.0189684, 16.1625, 65.8017, 269.119, 242.919
SZ_vx__rel0.9, SZ_rel_0.9_, 3.43187, 3.43187, 0.074479, 25.3106, 65.8017, 269.119, 319.043
SZ_vy__rel0.9, SZ_rel_0.9_, 0.506912, 0.506912, 0.00206449, 20.3441, 65.8017, 269.119, 292.633
SZ_vz__rel0.9, SZ_rel_0.9_, 1.17367, 1.17367, 0.0191458, 16.1221, 65.8017, 269.119, 258.369
SZ_vx__rel0.99, SZ_rel_0.99_, 3.17246, 3.17246, 0.0780706, 25.1061, 65.8017, 269.119, 334.048
SZ_vy__rel0.99, SZ_rel_0.99_, 0.502096, 0.502096, 0.00208817, 20.2946, 65.8017, 269.119, 306.031
SZ_vz__rel0.99, SZ_rel_0.99_, 1.2156, 1.2156, 0.0192924, 16.0889, 65.8017, 269.119, 270.004
