Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
BLOSC_vx__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.12087
BLOSC_vy__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10399
BLOSC_vz__, BLOSC_, 0, 0, 0, inf, 65.8017, 269.119, 1.10781
zfp_vx__rel2, zfp_rel_2_, 7.52035, 7.52035, 1.79445, 11.1843, 65.8017, 269.119, 273.958
zfp_vy__rel2, zfp_rel_2_, 0.723865, 0.723865, 0.0136501, 12.0839, 65.8017, 269.119, 278.211
zfp_vz__rel2, zfp_rel_2_, 1.86884, 1.86884, 0.131198, 7.80284, 65.8017, 269.119, 277.658
zfp_vx__rel1, zfp_rel_1_, 12.2309, 7.85547, 2.65696, 9.47973, 65.8017, 269.119, 310.827
zfp_vy__rel1, zfp_rel_1_, 1.04465, 1.04465, 0.0153467, 11.5751, 65.8017, 269.119, 311.937
zfp_vz__rel1, zfp_rel_1_, 2.17296, 2.17296, 0.152224, 7.15727, 65.8017, 269.119, 311.798
zfp_vx__rate0.2, zfp_rate_0.2_, 12.2309, 7.85547, 2.65696, 9.47973, 65.8017, 269.119, 315.077
zfp_vy__rate0.2, zfp_rate_0.2_, 1.04465, 1.04465, 0.0153467, 11.5751, 65.8017, 269.119, 315.077
zfp_vz__rate0.2, zfp_rate_0.2_, 2.17296, 2.17296, 0.152224, 7.15727, 65.8017, 269.119, 315.077
zfp_vx__rate0.3, zfp_rate_0.3_, 6.37966, 6.37966, 0.240516, 19.9121, 65.8017, 269.119, 215.579
zfp_vy__rate0.3, zfp_rate_0.3_, 0.714029, 0.714029, 0.00411603, 17.2905, 65.8017, 269.119, 215.579
zfp_vz__rate0.3, zfp_rate_0.3_, 1.74242, 1.74242, 0.039625, 13.0024, 65.8017, 269.119, 215.579
SZ_vx__rel0.8, SZ_rel_0.8_, 3.46669, 3.46669, 0.0714357, 25.1844, 65.8017, 269.119, 297.036
SZ_vy__rel0.8, SZ_rel_0.8_, 0.535682, 0.535682, 0.00198451, 20.4587, 65.8017, 269.119, 276.318
SZ_vz__rel0.8, SZ_rel_0.8_, 1.32433, 1.32433, 0.0196065, 16.0581, 65.8017, 269.119, 242.905
SZ_vx__rel0.9, SZ_rel_0.9_, 3.373, 3.26551, 0.0742005, 25.0195, 65.8017, 269.119, 314.363
SZ_vy__rel0.9, SZ_rel_0.9_, 0.516069, 0.516069, 0.00200838, 20.4068, 65.8017, 269.119, 292.189
SZ_vz__rel0.9, SZ_rel_0.9_, 1.34432, 1.34432, 0.0197654, 16.023, 65.8017, 269.119, 256.866
SZ_vx__rel0.99, SZ_rel_0.99_, 3.44743, 3.20893, 0.0772633, 24.8439, 65.8017, 269.119, 330
SZ_vy__rel0.99, SZ_rel_0.99_, 0.554903, 0.554903, 0.00203759, 20.3441, 65.8017, 269.119, 304.597
SZ_vz__rel0.99, SZ_rel_0.99_, 1.40421, 1.40421, 0.0199235, 15.9885, 65.8017, 269.119, 269.578
